Week,AssignmentId,AssignmentName,ContentType,ContentFilename,"Content
",concepts
1,010,010.CircleCircumference,solution,Circumference.java,"import java.util.Scanner;\npublic class Circumference {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        // Program your solution here \n        System.out.print(""Type the radius: "");\n        int radius = Integer.parseInt(reader.nextLine());\n        System.out.println(""""); \n        System.out.println(""Circumference of the circle: "" + (2 * Math.PI * radius));\n    }\n}
","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:2,Constant:1,MultiplyExpression:1,StringAddition:1,ImportStatement:1,ClassDefinition:1,java.lang.Integer.parseInt:1,java.lang.System.out.print:1,FormalMethodParameter:1,StaticMethodSpecifier:1,StringDataType:3,StringLiteral:3,MethodDefinition:1,IntDataType:1,ConstantInvocation:1,VoidDataType:1,ConstructorCall:1,ObjectMethodInvocation:1,ActualMethodParameter:5,ObjectCreationStatement:1,"
1,011,011.BiggerNumber,baseline,BiggerNumber.java,"import java.util.Scanner;\npublic class BiggerNumber {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        // Implement your program here. Remember to ask the input from user\n    }\n}
",
1,011,011.BiggerNumber,solution,BiggerNumber.java,"import java.util.Scanner;\npublic class BiggerNumber {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        // Implement your program here. Remember to ask the input from user\n        System.out.print(""Type a number: "");\n        int firstNumber = Integer.parseInt(reader.nextLine());\n        System.out.print(""Type another number: "");\n        int secondNumber = Integer.parseInt(reader.nextLine());\n        System.out.println(""""); // an empty line\n        System.out.println(""The bigger number of the two numbers given was: "" + Math.max(firstNumber, secondNumber));\n    }\n}
","SimpleAssignmentExpression:3,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:2,StringAddition:1,ImportStatement:1,ClassDefinition:1,java.lang.Integer.parseInt:2,java.lang.System.out.print:2,FormalMethodParameter:1,StaticMethodSpecifier:1,StringDataType:4,StringLiteral:4,MethodDefinition:1,IntDataType:2,VoidDataType:1,java.lang.Math.max:1,ConstructorCall:1,ObjectMethodInvocation:2,ActualMethodParameter:7,ObjectCreationStatement:1,"
1,012,012.SumOfTheAges,baseline,SumOfTheAges.java,"import java.util.Scanner;\npublic class SumOfTheAges {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        // Implement your program here\n    }\n}
",
1,012,012.SumOfTheAges,solution,SumOfTheAges.java,"import java.util.Scanner;\npublic class SumOfTheAges {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        // Implement your program here\n        System.out.print(""Type your name: "");\n        String nameOfTheFirst = reader.nextLine();\n        System.out.print(""Type your age: "");\n        int ageOfTheFirst = Integer.parseInt(reader.nextLine());\n        System.out.println(""""); \n        System.out.print(""Type your name: "");\n        String nameOfTeSecond = reader.nextLine();\n        System.out.print(""Type your age: "");\n        int ageOfTheSecond = Integer.parseInt(reader.nextLine());\n        System.out.println(""""); \n        System.out.println(nameOfTheFirst + "" and "" + nameOfTeSecond + "" are"" + (ageOfTheFirst + ageOfTheSecond) + \n                "" years old in total."");\n    }\n}
","SimpleAssignmentExpression:5,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:4,StringAddition:1,ImportStatement:1,StringVariable:2,ClassDefinition:1,java.lang.Integer.parseInt:2,java.lang.System.out.print:4,FormalMethodParameter:1,StaticMethodSpecifier:1,StringDataType:10,StringLiteral:8,AddExpression:1,MethodDefinition:1,IntDataType:2,VoidDataType:1,ConstructorCall:1,ObjectMethodInvocation:4,ActualMethodParameter:11,ObjectCreationStatement:1,"
1,013,013.NhlStatisticsPart1,baseline,Main.java,"import nhlstats.NHLStatistics;\npublic class Main {\n    public static void main(String[] args) {\n    }\n}
",
1,013,013.NhlStatisticsPart1,solution,Main.java,"import nhlstats.NHLStatistics;\npublic class Main {\n    public static void main(String[] args) {\n        NHLStatistics.sortByGoals();\n        NHLStatistics.top(10);\n        NHLStatistics.sortByPenalties();\n        NHLStatistics.top(25);\n        NHLStatistics.searchByPlayer(""Crosby"");\n        NHLStatistics.teamStatistics(""PHI"");\n        NHLStatistics.sortByPoints();\n        NHLStatistics.teamStatistics(""ANA"");\n    }\n}
","PublicClassSpecifier:1,StaticMethodSpecifier:1,StringDataType:3,StringLiteral:3,PublicMethodSpecifier:1,MethodDefinition:1,VoidDataType:1,ImportStatement:1,ClassDefinition:1,ObjectMethodInvocation:8,ActualMethodParameter:5,FormalMethodParameter:1,"
1,014,014.PositiveValue,baseline,PositiveValue.java,"import java.util.Scanner;\npublic class PositiveValue {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        // Type your program here:\n    }\n}
",
1,014,014.PositiveValue,solution,PositiveValue.java,"import java.util.Scanner;\npublic class PositiveValue {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        // Type your program here:\n        System.out.print(""Type a number: "");\n        int luku = Integer.parseInt(reader.nextLine());\n        System.out.println(""""); \n        if (luku > 0) {\n            System.out.println(""The Number is positive."");\n        } else {\n            System.out.println(""The Number is not positive."");\n        }\n    }\n}
","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:3,IfElseStatement:1,ImportStatement:1,ClassDefinition:1,java.lang.Integer.parseInt:1,java.lang.System.out.print:1,FormalMethodParameter:1,StaticMethodSpecifier:1,StringDataType:4,StringLiteral:4,MethodDefinition:1,IntDataType:1,VoidDataType:1,GreaterExpression:1,ConstructorCall:1,ObjectMethodInvocation:1,ActualMethodParameter:6,ObjectCreationStatement:1,"
1,015,015.AgeOfMajority,baseline,AgeOfMajority.java,"import java.util.Scanner;\npublic class AgeOfMajority {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        // Type your program here \n    }\n}
",
1,015,015.AgeOfMajority,solution,AgeOfMajority.java,"import java.util.Scanner;\npublic class AgeOfMajority {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        // Type your program here \n        System.out.print(""How old are you?"");\n        int age = Integer.parseInt(reader.nextLine());\n        System.out.println(""""); // tyhjä rivi\n        if (age < 18) {\n            System.out.println(""You have not reached the age of majority yet!"");\n        } else {\n            System.out.println(""You have reached the age of majority!"");\n        }\n    }\n}
","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:3,IfElseStatement:1,ImportStatement:1,ClassDefinition:1,java.lang.Integer.parseInt:1,java.lang.System.out.print:1,FormalMethodParameter:1,StaticMethodSpecifier:1,StringDataType:4,LessExpression:1,StringLiteral:4,MethodDefinition:1,IntDataType:1,VoidDataType:1,ConstructorCall:1,ObjectMethodInvocation:1,ActualMethodParameter:6,ObjectCreationStatement:1,"
1,016,016.EvenOrOdd,baseline,EvenOrOdd.java,"import java.util.Scanner;\npublic class EvenOrOdd {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        // Type your program here\n        // NOTE:\n        // Parity of a value can be easily checked with modulo-operator %.\n        // Test the following:\n        // System.out.println( 1%2 );\n        // System.out.println( 2%2 );\n        // System.out.println( 3%2 );\n        // System.out.println( 4%2 );\n        // System.out.println( 5%2 );\n        // System.out.println( 6%2 );\n        // System.out.println( 7%2 );\n        // int value = 8\n        // System.out.println( value%2 );\n    }\n}
",
1,016,016.EvenOrOdd,solution,EvenOrOdd.java,"import java.util.Scanner;\npublic class EvenOrOdd {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        // Type your program here\n        // NOTE:\n        // Parity of a value can be easily checked with modulo-operator %.\n        // Test the following:\n        // System.out.println( 1%2 );\n        // System.out.println( 2%2 );\n        // System.out.println( 3%2 );\n        // System.out.println( 4%2 );\n        // System.out.println( 5%2 );\n        // System.out.println( 6%2 );\n        // System.out.println( 7%2 );\n        // int value = 8\n        // System.out.println( value%2 );\n        System.out.print(""Type a number: "");\n        int number = Integer.parseInt(reader.nextLine());\n        System.out.println(""""); // Blank line\n        if (number % 2 == 0) {\n            System.out.println(""Number "" + number + "" is even."");\n        } else {\n            System.out.println(""Number "" + number + "" is odd."");\n        }\n    }\n}
","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:3,ModulusExpression:1,IfElseStatement:1,EqualExpression:1,StringAddition:2,ImportStatement:1,ClassDefinition:1,java.lang.Integer.parseInt:1,java.lang.System.out.print:1,FormalMethodParameter:1,StaticMethodSpecifier:1,StringDataType:4,StringLiteral:4,MethodDefinition:1,IntDataType:1,VoidDataType:1,ConstructorCall:1,ObjectMethodInvocation:1,ActualMethodParameter:6,ObjectCreationStatement:1,"
1,017,017.GreaterNumber,baseline,GreaterNumber.java,"import java.util.Scanner;\npublic class GreaterNumber {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n    }\n}
",
1,017,017.GreaterNumber,solution,GreaterNumber.java,"import java.util.Scanner;\npublic class GreaterNumber {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        System.out.print( ""Type the first number: "");\n        int first = Integer.parseInt( reader.nextLine() );\n        System.out.print( ""Type the second number: "");\n        int second = Integer.parseInt( reader.nextLine() );\n        if ( first>second ) {\n            System.out.println(""Greater number: ""+ first ); \n        } else if ( second>first ) {\n             System.out.println(""Greater number: ""+ second );\n        } else {\n            System.out.println(""The numbers are equal!"");\n        }\n    }\n}
","SimpleAssignmentExpression:3,PublicClassSpecifier:1,IfElseIfStatement:1,PublicMethodSpecifier:1,java.lang.System.out.println:3,StringAddition:2,IfElseStatement:1,ImportStatement:1,ClassDefinition:1,java.lang.Integer.parseInt:2,java.lang.System.out.print:2,FormalMethodParameter:1,StaticMethodSpecifier:1,StringDataType:5,StringLiteral:5,MethodDefinition:1,IntDataType:2,VoidDataType:1,GreaterExpression:2,ConstructorCall:1,ObjectMethodInvocation:2,ActualMethodParameter:8,ObjectCreationStatement:1,"
1,018,018.GradesAndPoints,baseline,GradesAndPoints.java,"import java.util.Scanner;\npublic class GradesAndPoints {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n    }\n}
",
1,018,018.GradesAndPoints,solution,GradesAndPoints.java,"import java.util.Scanner;\npublic class GradesAndPoints {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        System.out.print(""Type the points [0-60]:  "");\n        int points = Integer.parseInt(reader.nextLine());\n        System.out.print(""Grade: "");\n        if (points < 30) {\n            System.out.println(""failed"");\n        } else if (points < 35) {\n            System.out.println(1);\n        } else if (points < 40) {\n            System.out.println(2);\n        } else if (points < 45) {\n            System.out.println(3);\n        } else if (points < 50) {\n            System.out.println(4);\n        } else {\n            System.out.println(5);\n        }    \n    }\n}
","SimpleAssignmentExpression:2,PublicClassSpecifier:1,IfElseIfStatement:4,PublicMethodSpecifier:1,java.lang.System.out.println:6,IfElseStatement:1,ImportStatement:1,ClassDefinition:1,java.lang.Integer.parseInt:1,java.lang.System.out.print:2,FormalMethodParameter:1,StaticMethodSpecifier:1,StringDataType:3,LessExpression:5,StringLiteral:3,MethodDefinition:1,IntDataType:1,VoidDataType:1,ConstructorCall:1,ObjectMethodInvocation:1,ActualMethodParameter:10,ObjectCreationStatement:1,"
1,019,019.AgeCheck,baseline,AgeCheck.java,"import java.util.Scanner;\npublic class AgeCheck {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n    }\n}
",
1,019,019.AgeCheck,solution,AgeCheck.java,"import java.util.Scanner;\npublic class AgeCheck {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        System.out.print(""How old are you?"");\n        int age = Integer.parseInt(reader.nextLine());\n        if (age >= 0 && age <= 120) {\n            System.out.println(""OK"");\n        } else {\n            System.out.println(""Impossible!"");\n        }\n    }\n}
","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:2,GreaterEqualExpression:1,IfElseStatement:1,ImportStatement:1,ClassDefinition:1,java.lang.Integer.parseInt:1,java.lang.System.out.print:1,FormalMethodParameter:1,LessEqualExpression:1,StaticMethodSpecifier:1,StringDataType:3,AndExpression:1,StringLiteral:3,MethodDefinition:1,IntDataType:1,VoidDataType:1,ConstructorCall:1,ObjectMethodInvocation:1,ActualMethodParameter:5,ObjectCreationStatement:1,"
1,020,020.Usernames,baseline,Usernames.java,"import java.util.Scanner;\npublic class Usernames {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n    }\n}
",
1,020,020.Usernames,solution,Usernames.java,"import java.util.Scanner;\npublic class Usernames {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        System.out.print(""Type your username: "");\n        String username = reader.nextLine();\n        System.out.print(""Type your password: "");\n        String password = reader.nextLine();\n        // NOTE: This solution would be quite ugly should there be more users.\n        // In the following weeks we'll see how to do this better.\n        if ((username.equals(""alex"") && password.equals(""mightyducks""))\n                || (username.equals(""emily"") && password.equals(""cat""))) {\n            System.out.println(""You are now logged into the system!"");\n        } else {\n            System.out.println(""Your username or password was invalid!"");\n        }\n    }\n}
","SimpleAssignmentExpression:3,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:2,IfElseStatement:1,ImportStatement:1,StringVariable:2,ClassDefinition:1,OrExpression:1,java.lang.System.out.print:2,FormalMethodParameter:1,StaticMethodSpecifier:1,StringDataType:8,AndExpression:2,StringLiteral:6,MethodDefinition:1,VoidDataType:1,ConstructorCall:1,ObjectMethodInvocation:4,ActualMethodParameter:7,java.lang.String.equals:2,ObjectCreationStatement:1,"
1,021,021.LeapYear,baseline,LeapYear.java,"import java.util.Scanner;\npublic class LeapYear {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n    }\n}
",
1,021,021.LeapYear,solution,LeapYear.java,"import java.util.Scanner;\npublic class LeapYear {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        System.out.print(""Type a year: "");\n        int year = Integer.parseInt(reader.nextLine());\n        if (year % 4 == 0 && ( year % 100 != 0 || year % 400 == 0 ) ) {\n            System.out.println(""The year is a leap year."");\n        } else {\n            System.out.println(""The year is not a leap year."");\n        }\n    }\n}
","EqualExpression:1,ImportStatement:1,ClassDefinition:1,OrExpression:1,FormalMethodParameter:1,NotEqualExpression:1,StaticMethodSpecifier:1,StringDataType:3,AndExpression:1,MethodDefinition:1,ConstructorCall:1,SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:1,ModulusExpression:1,java.lang.System.out.println:2,IfElseStatement:1,java.lang.Integer.parseInt:1,java.lang.System.out.print:1,StringLiteral:3,IntDataType:1,VoidDataType:1,ObjectMethodInvocation:1,ActualMethodParameter:5,ObjectCreationStatement:1,"
1,022,022.Password,baseline,Password.java,"import java.util.Scanner;\npublic class Password {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        String password = ""carrot""; // Use carrot as password when running tests.\n        // Write your code here\n    }\n}
",
1,022,022.Password,solution,Password.java,"import java.util.Scanner;\npublic class Password {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        String password = ""carrot""; // Use carrot as password when running tests.\n        // Write your code here\n        while(true) {\n            System.out.print(""Type the password: "");\n            String readPassword = reader.nextLine();\n            if(readPassword.equals(password)) {\n                System.out.println(""Right!"");\n                break;\n            } else {\n                System.out.println(""Wrong!"");\n            }\n        }\n        System.out.println(""""); \n        System.out.println(""The secret is: jryy qbar!"");\n    }\n}
","SimpleAssignmentExpression:3,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:4,IfElseStatement:1,True:1,ImportStatement:1,StringVariable:2,WhileStatement:1,ClassDefinition:1,java.lang.System.out.print:1,FormalMethodParameter:1,StaticMethodSpecifier:1,StringDataType:7,StringLiteral:6,MethodDefinition:1,VoidDataType:1,StringInitializationStatement:1,ConstructorCall:1,ObjectMethodInvocation:2,ActualMethodParameter:7,java.lang.String.equals:1,ObjectCreationStatement:1,"
1,023,023.Temperatures,baseline,Graph.java,"import org.jfree.chart.*;\nimport org.jfree.chart.axis.*;\nimport org.jfree.chart.plot.*;\nimport org.jfree.chart.renderer.xy.*;\nimport org.jfree.data.xy.*;\n/** DO NOT MODIFY THIS FILE */\npublic class Graph {\n    private ChartFrame frame;\n    private JFreeChart chart;\n    private Plot plot;\n    private XYDataset data;\n    private XYSeries series;\n    public Graph(String nimi) {\n        series = new XYSeries(nimi);\n        series.add(0,0);\n        data = new XYSeriesCollection(series);\n        plot = new XYPlot(data, new NumberAxis(""x""), new NumberAxis(""y""), new SamplingXYLineRenderer());\n        chart = new JFreeChart(plot);\n        frame = new ChartFrame(nimi,chart);\n        frame.pack();\n        frame.setVisible(true);\n    }\n    public static Graph instance;\n    public static Graph getInstance() {\n        if (instance == null)\n            instance = new Graph(""Graph"");\n        return instance;\n    }\n    public static void addNumber(double y) {\n        getInstance().lisaaNumero_(y);\n    }\n    public void lisaaNumero_(double y) {\n        double x = series.getMaxX()+1;\n        series.add(x,y);\n    }\n}
",
1,023,023.Temperatures,baseline,Temperatures.java,"import java.util.Scanner;\npublic class Temperatures {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        // Write your code here. \n        // Graph is used as follows:\n        Graph.addNumber(7);\n        double value = 13.5;\n        Graph.addNumber(value);\n        value = 3;\n        Graph.addNumber(value);\n        // Remove or comment out these lines above before trying to run the tests.\n    }\n}
",
