Week,Topic,Subtopic,,ContentType,Content,concepts
1,Variables and assignment,Variables and data types,2,code_sample,"int wholeNumber = 123;\nSystem.out.println(""The variable's type is integer. Its value is  "" + wholeNumber);\n\nwholeNumber = 42;\nSystem.out.println(""The variable's type is integer. Its value is  "" + wholeNumber);","SimpleAssignmentExpression:2,PublicClassSpecifier:1,StringDataType:2,StringLiteral:2,PublicMethodSpecifier:1,java.lang.System.out.println:2,MethodDefinition:1,IntDataType:1,VoidDataType:1,StringAddition:2,ClassDefinition:1,ActualMethodParameter:2,"
1,Variables and assignment,Variable data types are immutable,2,code_sample,"String text = ""yabbadabbadoo!"";\ntext = 42; // Does not work! :(","SimpleAssignmentExpression:2,PublicClassSpecifier:1,StringDataType:1,StringLiteral:1,PublicMethodSpecifier:1,MethodDefinition:1,VoidDataType:1,StringInitializationStatement:1,StringVariable:1,ClassDefinition:1,"
1,Variables and assignment,Variable data types are immutable,2,code_sample,"double decimalNumber = 0.42;\ndecimalNumber = 1; // Works! :)","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:1,MethodDefinition:1,VoidDataType:1,DoubleDataType:1,ClassDefinition:1,"
1,Variables and assignment,Variable data types are immutable,2,problem_4,"Varying variables",
1,Variables and assignment,Allowed and descriptive variable names,2,code_sample,"int camelCaseVariable = 7;","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,MethodDefinition:1,IntDataType:1,VoidDataType:1,ClassDefinition:1,"
1,Variables and assignment,Allowed and descriptive variable names,2,code_sample,"int 7variable = 4; // Not allowed!\nint variable7 = 4; // A valid, but not descriptive variable name","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:1,MethodDefinition:1,IntDataType:2,VoidDataType:1,ClassDefinition:1,"
1,Variables and assignment,Allowed and descriptive variable names,2,code_sample,"int camelCase = 2;\nint camelCase = 5; // Not allowed, the variable camelCase is already defined!","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:1,MethodDefinition:1,IntDataType:2,VoidDataType:1,ClassDefinition:1,"
1,Calculation,-,2,code_sample,"int first = 2;   // variable of whole number type is assigned the value 2\nint second = 4;  // variable of whole number type is assigned the value 4\nint sum = first + second;  // variable of whole number type is assigned the value of first + second\n                           //     (which means 2 + 4)\n\nSystem.out.println(sum); // the value of the sum of variables is printed","SimpleAssignmentExpression:3,PublicClassSpecifier:1,PublicMethodSpecifier:1,AddExpression:1,java.lang.System.out.println:1,MethodDefinition:1,IntDataType:3,VoidDataType:1,ClassDefinition:1,ActualMethodParameter:1,"
1,Calculation,-,2,code_sample,"int calcWithParens = (1 + 1) + 3 * (2 + 5);  // 23\nint calcWithoutParens = 1 + 1 + 3 * 2 + 5;   // 13","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:1,AddExpression:2,MethodDefinition:1,IntDataType:2,VoidDataType:1,MultiplyExpression:2,ClassDefinition:1,"
1,Calculation,-,2,code_sample,"int calcWithParens = (1 + 1);\ncalcWithParens = calcWithParens + 3 * (2 + 5);  // 23\n\nint calcWithoutParens = 1 + 1;\ncalcWithoutParens = calcWithoutParens + 3 * 2;\ncalcWithoutParens = calcWithoutParens + 5;      // 13","SimpleAssignmentExpression:5,PublicClassSpecifier:1,PublicMethodSpecifier:1,AddExpression:5,MethodDefinition:1,IntDataType:2,VoidDataType:1,MultiplyExpression:2,ClassDefinition:1,"
1,Calculation,-,2,code_sample,"int first = 2;\nint second = 4;\n\nSystem.out.println(first + second);\nSystem.out.println(2 + second - first - second);","SimpleAssignmentExpression:2,SubtractExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:2,AddExpression:2,MethodDefinition:1,IntDataType:2,VoidDataType:1,ClassDefinition:1,ActualMethodParameter:2,"
1,Calculation,Floating point numbers (decimal numbers),2,code_sample,"int result = 3 / 2;  // result is 1 (integer) because 3 and 2 are integers as well","SimpleAssignmentExpression:1,PublicClassSpecifier:1,DivideExpression:1,PublicMethodSpecifier:1,MethodDefinition:1,IntDataType:1,VoidDataType:1,ClassDefinition:1,"
1,Calculation,Floating point numbers (decimal numbers),2,code_sample,"int first = 3:\nint second = 2;\ndouble result = first / second;  // the result is again 1 because first and second are integers","SimpleAssignmentExpression:3,PublicClassSpecifier:1,DivideExpression:1,PublicMethodSpecifier:1,MethodDefinition:1,IntDataType:2,VoidDataType:1,DoubleDataType:1,ClassDefinition:1,"
1,Calculation,Floating point numbers (decimal numbers),2,code_sample,"int remainder = 7 % 2;  // remainder is 1 (integer)","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,ModulusExpression:1,MethodDefinition:1,IntDataType:1,VoidDataType:1,ClassDefinition:1,"
1,Calculation,Floating point numbers (decimal numbers),2,code_sample,"double whenDividendIsFloat = 3.0 / 2;  // result is: 1.5\ndouble whenDivisorIsFloat = 3 / 2.0;   // result is: 1.5","SimpleAssignmentExpression:2,PublicClassSpecifier:1,DivideExpression:2,PublicMethodSpecifier:1,MethodDefinition:1,VoidDataType:1,DoubleDataType:2,ClassDefinition:1,"
1,Calculation,Floating point numbers (decimal numbers),2,code_sample,"int first = 3;\nint second = 2;\ndouble result1 = (double)first / second;  // result is: 1.5\n\ndouble result2 = first / (double)second;  // result is: 1.5\n\ndouble result3 = (double)(first / second);  // result is: 1","SimpleAssignmentExpression:5,PublicClassSpecifier:1,ExplicitTypeCasting:3,DivideExpression:3,PublicMethodSpecifier:1,MethodDefinition:1,IntDataType:2,VoidDataType:1,DoubleDataType:3,ClassDefinition:1,"
1,Calculation,Floating point numbers (decimal numbers),2,code_sample,"int integerResultBecauseTypeIsInteger = 3.0 / 2;  // quotient is automatically integer: 1","SimpleAssignmentExpression:1,PublicClassSpecifier:1,DivideExpression:1,PublicMethodSpecifier:1,MethodDefinition:1,IntDataType:1,VoidDataType:1,ClassDefinition:1,"
1,Calculation,Floating point numbers (decimal numbers),2,code_sample,"int dividend = 3;\nint divisor = 2;\n\ndouble quotient = 1.0 * dividend / divisor;\nSystem.out.println(quotient);","SimpleAssignmentExpression:3,PublicClassSpecifier:1,DivideExpression:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,MethodDefinition:1,IntDataType:2,VoidDataType:1,MultiplyExpression:1,DoubleDataType:1,ClassDefinition:1,ActualMethodParameter:1,"
1,Calculation,Floating point numbers (decimal numbers),2,code_sample,"int dividend = 3;\nint divisor = 2;\n\ndouble quotient = dividend / divisor * 1.0;\nSystem.out.println(quotient);","SimpleAssignmentExpression:3,PublicClassSpecifier:1,DivideExpression:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,MethodDefinition:1,IntDataType:2,VoidDataType:1,MultiplyExpression:1,DoubleDataType:1,ClassDefinition:1,ActualMethodParameter:1,"
1,Calculation,Floating point numbers (decimal numbers),2,problem_5,"Seconds in a year",
1,Concatenation or combining strings,-,2,code_sample,"String greeting = ""Hi "";\nString name = ""John"";\nString goodbye = "", and goodbye!"";\n\nString sentence = greeting + name + goodbye;\n\nSystem.out.println(sentence);","SimpleAssignmentExpression:4,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,StringVariable:4,ClassDefinition:1,StringDataType:4,StringLiteral:3,AddExpression:1,MethodDefinition:1,VoidDataType:1,StringInitializationStatement:3,ActualMethodParameter:1,"
1,Concatenation or combining strings,-,2,code_sample,"System.out.println(""there is an integer --> "" + 2);\nSystem.out.println(2 + "" <-- there is an integer"");","PublicClassSpecifier:1,StringDataType:2,StringLiteral:2,PublicMethodSpecifier:1,java.lang.System.out.println:2,MethodDefinition:1,VoidDataType:1,StringAddition:2,ClassDefinition:1,ActualMethodParameter:2,"
1,Concatenation or combining strings,-,2,code_sample,"System.out.println(""Four: "" + (2 + 2));\nSystem.out.println(""But! Twenty-two: "" + 2 + 2);","PublicClassSpecifier:1,StringDataType:2,StringLiteral:2,PublicMethodSpecifier:1,java.lang.System.out.println:2,AddExpression:1,MethodDefinition:1,VoidDataType:1,StringAddition:2,ClassDefinition:1,ActualMethodParameter:2,"
1,Concatenation or combining strings,-,2,code_sample,"int x = 10;\n\nSystem.out.println(""variable x has the following value: "" + x);\n\nint y = 5;\nint z = 6;\n\nSystem.out.println(""y has the value  "" + y + "" and z has the value "" + z);","SimpleAssignmentExpression:3,PublicClassSpecifier:1,StringDataType:2,StringLiteral:2,PublicMethodSpecifier:1,java.lang.System.out.println:2,MethodDefinition:1,IntDataType:3,VoidDataType:1,StringAddition:2,ClassDefinition:1,ActualMethodParameter:2,"
1,Concatenation or combining strings,-,2,problem_6,"Addition",
1,Concatenation or combining strings,-,2,problem_7,"Multiplication",
1,Reading user input,-,2,code_sample,"import java.util.Scanner;\n\npublic class ProgramBody {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n\n        // program code\n    }\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,StaticMethodSpecifier:1,PublicMethodSpecifier:1,MethodDefinition:1,VoidDataType:1,ImportStatement:1,ClassDefinition:1,ConstructorCall:1,ActualMethodParameter:1,FormalMethodParameter:1,ObjectCreationStatement:1,"
1,Reading user input,Reading a string,2,code_sample,"System.out.print(""What is your name? "");\nString name = reader.nextLine(); // Reads a line of input from the user and assigns it\n                                 //     to the variable called name\n\nSystem.out.println(""Hi, "" + name);","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,StringAddition:1,StringVariable:1,ClassDefinition:1,java.lang.System.out.print:1,StringDataType:3,StringLiteral:2,MethodDefinition:1,VoidDataType:1,ObjectMethodInvocation:1,ActualMethodParameter:2,"
1,Reading user input,Reading a string,2,code_sample,"import java.util.Scanner;\n\npublic class Greeting {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n\n        System.out.print(""Who is greeted: "");\n        String name = reader.nextLine(); // Reads a line of input from the user and assigns it\n                                         //     to the variable called name\n\n        System.out.print(""Hi "" + name);\n    }\n}","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:1,StringAddition:1,ImportStatement:1,StringVariable:1,ClassDefinition:1,java.lang.System.out.print:2,FormalMethodParameter:1,StaticMethodSpecifier:1,StringDataType:3,StringLiteral:2,MethodDefinition:1,VoidDataType:1,ConstructorCall:1,ObjectMethodInvocation:1,ActualMethodParameter:3,ObjectCreationStatement:1,"
1,Reading user input,Reading integers,2,code_sample,"System.out.print(""Type an integer: "");\nint number = Integer.parseInt(reader.nextLine());\n\nSystem.out.println(""You typed "" + number);","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,StringAddition:1,ClassDefinition:1,java.lang.Integer.parseInt:1,java.lang.System.out.print:1,StringDataType:2,StringLiteral:2,MethodDefinition:1,IntDataType:1,VoidDataType:1,ObjectMethodInvocation:1,ActualMethodParameter:3,"
1,Reading user input,Reading integers,2,code_sample,"import java.util.Scanner;\n\npublic class NameAndAgeGreeting {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n\n        System.out.print(""Your name: "");\n        String name = reader.nextLine();   // Reads a line from the users keyboard\n\n        System.out.print(""How old are you: "");\n        int age = Integer.parseInt(reader.nextLine()); // Reads a string variable from the keyboard and transfers it to an integer\n\n        System.out.println(""Your name is: "" + name + "", and you are "" + age + "" years old, nice to meet you!"");\n    }\n}","SimpleAssignmentExpression:3,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,StringAddition:1,ImportStatement:1,StringVariable:1,ClassDefinition:1,java.lang.Integer.parseInt:1,java.lang.System.out.print:2,FormalMethodParameter:1,StaticMethodSpecifier:1,StringDataType:4,StringLiteral:3,MethodDefinition:1,IntDataType:1,VoidDataType:1,ConstructorCall:1,ObjectMethodInvocation:2,ActualMethodParameter:5,ObjectCreationStatement:1,"
1,Reading user input,Summary,2,code_sample,"import java.util.Scanner;\npublic class ProgramName {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n\n        // code here\n    }\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,StaticMethodSpecifier:1,PublicMethodSpecifier:1,MethodDefinition:1,VoidDataType:1,ImportStatement:1,ClassDefinition:1,ConstructorCall:1,ActualMethodParameter:1,FormalMethodParameter:1,ObjectCreationStatement:1,"
1,Reading user input,Summary,2,code_sample,"String text = reader.nextLine();","SimpleAssignmentExpression:1,PublicClassSpecifier:1,StringDataType:1,PublicMethodSpecifier:1,MethodDefinition:1,VoidDataType:1,StringVariable:1,ClassDefinition:1,ObjectMethodInvocation:1,"
1,Reading user input,Summary,2,code_sample,"int number = Integer.parseInt(reader.nextLine());","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,MethodDefinition:1,IntDataType:1,VoidDataType:1,ClassDefinition:1,ObjectMethodInvocation:1,java.lang.Integer.parseInt:1,ActualMethodParameter:1,"
1,Reading user input,Summary,2,problem_8,"Adder",
1,Reading user input,Summary,2,problem_9,"Divider",
1,Reading user input,Summary,2,problem_10,"Calculating the circumference",
1,Reading user input,Summary,2,problem_11,"Bigger number",
1,Reading user input,Summary,2,problem_12,"Sum of the ages",
1,Reading user input,Summary,2,problem_13,"NHL statistics, part 1",
1,Conditional statements and truth values,-,3,code_sample,"int number = 11;\n\nif (number > 10) {\n    System.out.println(""The number was greater than 10"");\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,ClassDefinition:1,IfStatement:1,StringDataType:1,StringLiteral:1,MethodDefinition:1,IntDataType:1,VoidDataType:1,GreaterExpression:1,ActualMethodParameter:1,"
1,Conditional statements and truth values,-,3,code_sample,"int number = 55;\n\nif (number != 0) {\n    System.out.println(""The number was not equal to 0"");\n}\n\nif (number >= 1000) {\n    System.out.println(""The number was greater than or equal to 1000"");\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:2,GreaterEqualExpression:1,ClassDefinition:1,NotEqualExpression:1,IfStatement:2,StringDataType:2,StringLiteral:2,MethodDefinition:1,IntDataType:1,VoidDataType:1,ActualMethodParameter:2,"
1,Conditional statements and truth values,-,3,code_sample,"int x = 45;\nint number = 55;\n\nif (number > 0) {\n    System.out.println(""The number is positive!"");\n    if (number > x) {\n        System.out.println("" and greater than the value of variable x"");\n        System.out.println(""after all, the value of variable x is "" + x);\n    }\n}","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:3,StringAddition:1,ClassDefinition:1,IfStatement:2,StringDataType:3,StringLiteral:3,MethodDefinition:1,IntDataType:2,VoidDataType:1,GreaterExpression:2,ActualMethodParameter:3,"
1,Conditional statements and truth values,-,3,code_sample,"int first = 1;\nint second = 3;\n\nboolean isGreater = first > second;","SimpleAssignmentExpression:3,PublicClassSpecifier:1,PublicMethodSpecifier:1,MethodDefinition:1,IntDataType:2,VoidDataType:1,GreaterExpression:1,ClassDefinition:1,BooleanDataType:1,"
1,Conditional statements and truth values,-,3,code_sample,"int first = 1;\nint second = 3;\n\nboolean isLesser = first < second;\n\nif (isLesser) {\n    System.out.println(first + "" is less than "" + second + ""!"");\n}","SimpleAssignmentExpression:3,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,StringAddition:1,ClassDefinition:1,LessExpression:1,IfStatement:1,StringDataType:1,StringLiteral:1,MethodDefinition:1,IntDataType:2,VoidDataType:1,BooleanDataType:1,ActualMethodParameter:1,"
1,Conditional statements and truth values,else,3,code_sample,"int number = 4;\n\nif (number > 5) {\n    System.out.println(""Your number is greater than five!"");\n} else {\n    System.out.println(""Your number is equal to or less than five!"");\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:2,IfElseStatement:1,ClassDefinition:1,StringDataType:2,StringLiteral:2,MethodDefinition:1,IntDataType:1,VoidDataType:1,GreaterExpression:1,ActualMethodParameter:2,"
1,Conditional statements and truth values,else,3,problem_14,"A positive number",
1,Conditional statements and truth values,else,3,problem_15,"Age of majority",
1,Conditional statements and truth values,else,3,problem_16,"Even or odd?",
1,Conditional statements and truth values,else if,3,code_sample,"int number = 3;\n\nif (number == 1) {\n    System.out.println(""The number is one."");\n} else if (number == 2) {\n    System.out.println(""The number is two."");\n} else if (number == 3) {\n    System.out.println(""The number is three!"");\n} else {\n    System.out.println(""Quite a lot!"");\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,IfElseIfStatement:2,PublicMethodSpecifier:1,java.lang.System.out.println:4,EqualExpression:3,IfElseStatement:1,ClassDefinition:1,StringDataType:4,StringLiteral:4,MethodDefinition:1,IntDataType:1,VoidDataType:1,ActualMethodParameter:4,"
1,Conditional statements and truth values,Comparing strings,3,code_sample,"String text = ""course"";\n\nif (text.equals(""marzipan"")) {\n    System.out.println(""The variable text contains the text marzipan"");\n} else {\n    System.out.println(""The variable text does not contain the text marzipan"");\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:2,IfElseStatement:1,StringVariable:1,ClassDefinition:1,StringDataType:4,StringLiteral:4,MethodDefinition:1,VoidDataType:1,StringInitializationStatement:1,ObjectMethodInvocation:1,ActualMethodParameter:3,java.lang.String.equals:1,"
1,Conditional statements and truth values,Comparing strings,3,code_sample,"String text = ""course"";\nString anotherText = ""horse"";\n\nif (text.equals(anotherText)) {\n    System.out.println(""The texts are the same!"");\n} else {\n    System.out.println(""The texts are not the same!"");\n}","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:2,IfElseStatement:1,StringVariable:2,ClassDefinition:1,StringDataType:4,StringLiteral:4,MethodDefinition:1,VoidDataType:1,StringInitializationStatement:2,ObjectMethodInvocation:1,ActualMethodParameter:3,java.lang.String.equals:1,"
1,Conditional statements and truth values,Comparing strings,3,problem_17,"Greater number",
1,Conditional statements and truth values,Comparing strings,3,problem_18,"Grades and points",
1,Conditional statements and truth values,Logical operations,3,code_sample,"System.out.println(""Is the number between 5-10?"");\nint number = 7;\n\nif (number > 4 && number < 11) {\n    System.out.println(""Yes! :)"");\n} else {\n    System.out.println(""Nope :("")\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:3,IfElseStatement:1,ClassDefinition:1,StringDataType:3,LessExpression:1,AndExpression:1,StringLiteral:3,MethodDefinition:1,IntDataType:1,VoidDataType:1,GreaterExpression:1,ActualMethodParameter:3,"
1,Conditional statements and truth values,Logical operations,3,code_sample,"System.out.println(""Is the number less than 0 or greater than 100?"");\nint number = 145;\n\nif (number < 0 || number > 100) {\n    System.out.println(""Yes! :)"");\n} else {\n    System.out.println(""Nope :("")\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:3,IfElseStatement:1,ClassDefinition:1,OrExpression:1,StringDataType:3,LessExpression:1,StringLiteral:3,MethodDefinition:1,IntDataType:1,VoidDataType:1,GreaterExpression:1,ActualMethodParameter:3,"
1,Conditional statements and truth values,Logical operations,3,code_sample,"System.out.println(""Is the string equal to 'milk'?"");\nString text = ""water"";\n\nif (!(text.equals(""milk""))) {  // true if the condition text.equals(""milk"") is false\n    System.out.println(""No!"");\n} else {\n    System.out.println(""Yes"")\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:3,IfElseStatement:1,NotExpression:1,StringVariable:1,ClassDefinition:1,StringDataType:5,StringLiteral:5,MethodDefinition:1,VoidDataType:1,StringInitializationStatement:1,ObjectMethodInvocation:1,ActualMethodParameter:4,java.lang.String.equals:1,"
1,Conditional statements and truth values,Logical operations,3,code_sample,"int number = 99;\n\nif ((number > 0 && number < 10) || number > 100 ) {\n    System.out.println(""The number was in the range 1-9 or it was over 100"");\n} else {\n    System.out.println(""The number was equal to or less than 0 or it was in the range 10-99"");\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:2,IfElseStatement:1,ClassDefinition:1,OrExpression:1,LessExpression:1,StringDataType:2,AndExpression:1,StringLiteral:2,MethodDefinition:1,IntDataType:1,VoidDataType:1,GreaterExpression:1,ActualMethodParameter:2,"
1,Conditional statements and truth values,Logical operations,3,problem_19,"Age check",
1,Conditional statements and truth values,Logical operations,3,problem_20,"Usernames",
1,Conditional statements and truth values,Logical operations,3,problem_21,"Leap year",
1,Introduction to loops,-,4,code_sample,"while (true) {\n    System.out.println(""I can program!"");\n}","PublicClassSpecifier:1,StringDataType:1,StringLiteral:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,MethodDefinition:1,VoidDataType:1,True:1,WhileStatement:1,ClassDefinition:1,ActualMethodParameter:1,"
1,Introduction to loops,-,4,code_sample,"while (true) {\n    System.out.println(""I can program!"");\n\n    System.out.print(""Continue? ('no' to quit)? "");\n    String command = reader.nextLine();\n    if (command.equals(""no"")) {\n        break;\n    }\n}\n\nSystem.out.println(""Thank you and see you later!"");","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:2,True:1,WhileStatement:1,StringVariable:1,ClassDefinition:1,java.lang.System.out.print:1,StringDataType:5,IfStatement:1,StringLiteral:4,MethodDefinition:1,VoidDataType:1,ObjectMethodInvocation:2,ActualMethodParameter:4,java.lang.String.equals:1,"
1,Introduction to loops,-,4,code_sample,"System.out.println(""welcome to the calculator"");\n\nwhile (true) {\n    System.out.print(""Enter a command (sum, difference, quit): "");\n    String command = reader.nextLine();\n    if (command.equals(""quit"")) {\n        break;\n    }\n\n    System.out.print(""enter the numbers"");\n    int first = Integer.parseInt(reader.nextLine());\n    int second = Integer.parseInt(reader.nextLine());\n\n    if (command.equals(""sum"") ) {\n        int sum = first + second;\n        System.out.println( ""The sum of the numbers is "" + sum );\n    } else if (command.equals(""difference"")) {\n        int difference = first - second;\n        System.out.println(""The difference of the numbers is "" + difference);\n    } else {\n        System.out.println(""Unknown command"");\n    }\n\n}\n\nSystem.out.println(""Thanks, bye!"");","SimpleAssignmentExpression:5,PublicClassSpecifier:1,IfElseIfStatement:1,PublicMethodSpecifier:1,java.lang.System.out.println:5,StringAddition:2,IfElseStatement:1,True:1,WhileStatement:1,StringVariable:1,ClassDefinition:1,java.lang.Integer.parseInt:2,java.lang.System.out.print:2,SubtractExpression:1,StringDataType:11,IfStatement:1,StringLiteral:10,AddExpression:1,MethodDefinition:1,IntDataType:4,VoidDataType:1,ObjectMethodInvocation:6,ActualMethodParameter:12,java.lang.String.equals:3,"
1,Introduction to loops,-,4,problem_22,"Password",
1,Introduction to loops,-,4,problem_23,"Temperatures",
1,Introduction to loops,-,4,problem_24,"NHL statistics, part 2",
2,More loops,-,4,code_sample,"int number = 1;\n\nwhile (number < 11) {\n    System.out.println(number);\n    number++;  // number++ means the same as number = number + 1\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,LessExpression:1,PostIncrementExpression:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,MethodDefinition:1,IntDataType:1,VoidDataType:1,WhileStatement:1,ClassDefinition:1,ActualMethodParameter:1,"
2,More loops,-,4,code_sample,"int number = 1024;\n\nwhile (number >= 1) {\n    System.out.println(number);\n    number = number / 2;\n}","SimpleAssignmentExpression:2,PublicClassSpecifier:1,DivideExpression:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,MethodDefinition:1,IntDataType:1,GreaterEqualExpression:1,VoidDataType:1,WhileStatement:1,ClassDefinition:1,ActualMethodParameter:1,"
2,More loops,-,4,problem_27,"From one to a hundred",
2,More loops,-,4,problem_28,"From hundred to one",
2,More loops,-,4,problem_29,"Even numbers",
2,More loops,-,4,problem_30,"Up to a certain number",
2,More loops,-,4,problem_31,"Lower limit and upper limit",
2,More loops,Assignment operations,4,code_sample,"int length = 100;\n\nlength += 10;  // same as length = length + 10;\nlength -= 50;  // same as length = length - 50;","SimpleAssignmentExpression:1,AddAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,MinusAssignmentExpression:1,MethodDefinition:1,IntDataType:1,VoidDataType:1,ClassDefinition:1,"
2,More loops,Assignment operations,4,code_sample,"length = length + 100;  // error!\nlength += 100;          // error!","SimpleAssignmentExpression:1,AddAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,AddExpression:1,MethodDefinition:1,VoidDataType:1,ClassDefinition:1,"
