course_id,topic_id,topic_name,content_id,content_name,display_name,Concepts
345,559,Strings,520,StringsReplace,"Strings (replace)","ClassDefinition:0.0, MethodDefinition:0.022639365465170848, VoidDataType:0.025554104472388137, StringDataType:0.37199435222906685, java.lang.String.replace:3.7203193818895754, java.lang.System.out.println:0.3303575594137351, PublicClassSpecifier:0.05897785995933788, PublicMethodSpecifier:0.028488537811437533, StringInitializationStatement:1.1972805581256194, SimpleAssignmentExpression:0.12949407201071567, ObjectMethodInvocation:0.5310033338297274, FormalMethodParameter:0.07670662691976943, StaticMethodSpecifier:0.11809931207799448, StringVariable:1.0955546166902552, StringLiteral:0.3354716950977236, ActualMethodParameter:0.2604508319364623"
345,559,Strings,554,StringsEqualsIgnoreCase,"Strings (equalsIgnoreCase)","ClassDefinition:0.0, MethodDefinition:0.022639365465170848, VoidDataType:0.025554104472388137, SimpleAssignmentExpression:0.12949407201071567, ActualMethodParameter:0.30470510603130574, SimpleVariable:0.5392691614685069, java.lang.System.out.println:0.3303575594137351, PublicClassSpecifier:0.05897785995933788, PublicMethodSpecifier:0.028488537811437533, StringVariable:1.0955546166902552, StringCreationStatement:2.402794786253313, StringLiteral:0.2706564513032853, java.lang.String.equals:1.4983105537896004, java.lang.String.equalsIgnoreCase:2.4983105537896004, FormalMethodParameter:0.07670662691976943, StaticMethodSpecifier:0.11809931207799448, StringDataType:0.26394111259823055, StringConstructorCall:2.402794786253313, BooleanDataType:0.9931605754696945, ObjectMethodInvocation:0.5310033338297274"
345,560,"Boolean Expression",463,comparison_operators_v2,"comparison operators","SimpleAssignmentExpression:0.09187991494111997, java.lang.System.out.println:0.5447127428221304, StringDataType:0.43520144549454315, GreaterEqualExpression:1.3521825181113625, MethodDefinition:0.022639365465170848, VoidDataType:0.025554104472388137, IfStatement:3.024416902711648, ActualMethodParameter:0.30470510603130574, NotEqualExpression:1.4983105537896004, LessExpression:0.7907403776916642, ClassDefinition:0.0, PublicMethodSpecifier:0.028488537811437533, IntDataType:0.5073574225169946, EqualExpression:1.021189299069938, StringLiteral:0.44627408621601317, GreaterExpression:1.2430380486862944, LessEqualExpression:1.4191293077419758, FormalMethodParameter:0.07670662691976943, StaticMethodSpecifier:0.11809931207799448"
345,560,"Boolean Expression",464,conditional_operators_v2,"boolean operators","ClassDefinition:0.0, PublicMethodSpecifier:0.028488537811437533, IntDataType:0.5073574225169946, EqualExpression:1.7290237825382524, ActualMethodParameter:0.18479765068076517, OrExpression:1.2678616324113265, FormalMethodParameter:0.07670662691976943, StaticMethodSpecifier:0.11809931207799448, SimpleAssignmentExpression:0.09187991494111997, AndExpression:1.2195569528367716, StringLiteral:0.2706564513032853, MethodDefinition:0.022639365465170848, VoidDataType:0.025554104472388137, IfStatement:1.8342493356277607, java.lang.System.out.println:0.3303575594137351, StringDataType:0.26394111259823055"
345,560,"Boolean Expression",231,boolean_operators_v2,"Boolean Operators","SimpleAssignmentExpression:0.09187991494111997, java.lang.System.out.println:0.40946967977750703, StringDataType:0.3271482058637069, AndExpression:1.2195569528367716, ClassDefinition:0.0, MethodDefinition:0.022639365465170848, VoidDataType:0.025554104472388137, True:1.3843672014827637, ActualMethodParameter:0.22905192477560865, StringAddition:1.036691763631685, NotExpression:1.8962505624616381, PublicClassSpecifier:0.05897785995933788, PublicMethodSpecifier:0.028488537811437533, BooleanDataType:1.681567028199806, False:1.0359125558906443, StringLiteral:0.3354716950977236, OrExpression:1.2678616324113265, FormalMethodParameter:0.07670662691976943, StaticMethodSpecifier:0.11809931207799448"
345,560,"Boolean Expression",474,JavaTutorial_4_2_9,"Using ||","FormalMethodParameter:0.07670662691976943, StaticMethodSpecifier:0.11809931207799448, SimpleAssignmentExpression:0.11388278632306903, ModulusExpression:1.4569178686313755, LessExpression:0.7907403776916642, StringLiteral:0.2706564513032853, ClassDefinition:0.0, MethodDefinition:0.022639365465170848, VoidDataType:0.025554104472388137, IfStatement:1.0833372058187825, NotEqualExpression:1.4983105537896004, java.lang.System.out.println:0.5447127428221304, StringDataType:0.26394111259823055, PublicClassSpecifier:0.05897785995933788, PublicMethodSpecifier:0.028488537811437533, IntDataType:0.6288564478423063, PreIncrementExpression:1.6532125137753437, OrExpression:1.2678616324113265, ActualMethodParameter:0.30470510603130574"
345,560,"Boolean Expression",469,JavaTutorial_4_2_2,"If with complex condition","IntDataType:0.7150613781988112, LessExpression:0.7907403776916642, PostIncrementExpression:0.7907403776916642, FormalMethodParameter:0.07670662691976943, StaticMethodSpecifier:0.11809931207799448, SimpleAssignmentExpression:0.12949407201071567, OrExpression:1.2678616324113265, ClassDefinition:0.0, MethodDefinition:0.022639365465170848, VoidDataType:0.025554104472388137, IfStatement:1.0833372058187825, GreaterExpression:1.2430380486862944, PublicClassSpecifier:0.05897785995933788, PublicMethodSpecifier:0.028488537811437533"
345,560,"Boolean Expression",473,JavaTutorial_4_2_8,"Using &&","EqualExpression:1.021189299069938, java.lang.System.out.println:0.5447127428221304, StringDataType:0.26394111259823055, PublicClassSpecifier:0.05897785995933788, PublicMethodSpecifier:0.028488537811437533, IntDataType:0.6288564478423063, PreIncrementExpression:1.6532125137753437, AndExpression:1.2195569528367716, ActualMethodParameter:0.30470510603130574, FormalMethodParameter:0.07670662691976943, StaticMethodSpecifier:0.11809931207799448, SimpleAssignmentExpression:0.11388278632306903, ModulusExpression:1.4569178686313755, LessExpression:0.7907403776916642, StringLiteral:0.2706564513032853, ClassDefinition:0.0, MethodDefinition:0.022639365465170848, VoidDataType:0.025554104472388137, IfStatement:1.0833372058187825"
345,560,"Boolean Expression",530,testNull,"Testing for null","PublicClassSpecifier:0.05897785995933788, PublicMethodSpecifier:0.028488537811437533, nullInitialization:2.0211892990699383, SimpleAssignmentExpression:0.05426575787152426, EqualExpression:1.7290237825382524, FormalMethodParameter:0.07670662691976943, StaticMethodSpecifier:0.11809931207799448, StringVariable:0.6470522050705252, java.lang.System.out.println:0.3303575594137351, null:1.6532125137753437, ClassDefinition:0.0, MethodDefinition:0.022639365465170848, VoidDataType:0.025554104472388137, StringDataType:0.26394111259823055, ActualMethodParameter:0.18479765068076517, StringLiteral:0.1598540601849957"
345,560,"Boolean Expression",228,logical_operators_v2,"Logical Operators","PublicMethodSpecifier:0.028488537811437533, GreaterEqualExpression:1.3521825181113625, StringDataType:0.26394111259823055, PublicClassSpecifier:0.05897785995933788, VoidDataType:0.025554104472388137, java.lang.System.out.println:0.3303575594137351, NotEqualExpression:1.4983105537896004, MethodDefinition:0.022639365465170848, ActualMethodParameter:0.2604508319364623, StringLiteral:0.2706564513032853, ClassDefinition:0.0"
345,560,"Boolean Expression",229,boolean_declaration_v2,"Boolean Declaration","FormalMethodParameter:0.07670662691976943, StaticMethodSpecifier:0.11809931207799448, SimpleAssignmentExpression:0.09187991494111997, ClassDefinition:0.0, MethodDefinition:0.022639365465170848, VoidDataType:0.025554104472388137, True:1.3843672014827637, PublicClassSpecifier:0.05897785995933788, PublicMethodSpecifier:0.028488537811437533, BooleanDataType:1.681567028199806, False:1.0359125558906443"
345,560,"Boolean Expression",230,boolean_expression_v2,"Boolean Expression","ClassDefinition:0.0, MethodDefinition:0.022639365465170848, VoidDataType:0.025554104472388137, SimpleAssignmentExpression:0.09187991494111997, PublicClassSpecifier:0.05897785995933788, PublicMethodSpecifier:0.028488537811437533, BooleanDataType:0.9931605754696945, LessExpression:0.7907403776916642, FormalMethodParameter:0.07670662691976943, StaticMethodSpecifier:0.11809931207799448, SimpleVariable:0.5392691614685069, GreaterExpression:1.2430380486862944"
345,560,"Boolean Expression",470,JavaTutorial_4_2_5,"If Statement","FormalMethodParameter:0.07670662691976943, StaticMethodSpecifier:0.11809931207799448, SimpleAssignmentExpression:0.05426575787152426, java.lang.System.out.println:0.19511449636911166, StringDataType:0.1558878729673943, ClassDefinition:0.0, MethodDefinition:0.022639365465170848, VoidDataType:0.025554104472388137, IfStatement:1.0833372058187825, ActualMethodParameter:0.10914446942506807, PublicClassSpecifier:0.05897785995933788, PublicMethodSpecifier:0.028488537811437533, IntDataType:0.2996534668351779, EqualExpression:1.021189299069938, StringLiteral:0.1598540601849957"
345,560,"Boolean Expression",494,relational_operators_v2,"relational operators","PublicMethodSpecifier:0.028488537811437533, IntDataType:0.2996534668351779, SimpleVariable:0.5392691614685069, FormalMethodParameter:0.07670662691976943, StaticMethodSpecifier:0.11809931207799448, SimpleAssignmentExpression:0.11388278632306903, LessExpression:0.7907403776916642, ClassDefinition:0.0, MethodDefinition:0.022639365465170848, VoidDataType:0.025554104472388137, BooleanDataType:0.9931605754696945, EqualExpression:1.021189299069938, PublicClassSpecifier:0.05897785995933788"
345,560,"Boolean Expression",529,ObjectEquality,"Object Equality ","java.lang.String.equals:1.4983105537896004, ClassDefinition:0.0, MethodDefinition:0.022639365465170848, VoidDataType:0.025554104472388137, WrapperClassCreationStatement:3.4221709630981985, java.lang.System.out.println:0.40946967977750703, ObjectMethodInvocation:0.3136191229720017, PublicClassSpecifier:0.05897785995933788, PublicMethodSpecifier:0.028488537811437533, java.lang.Integer:4.241692700752656, WrapperClassConstructorCall:3.4221709630981985, EqualExpression:1.7290237825382524, FormalMethodParameter:0.07670662691976943, StaticMethodSpecifier:0.11809931207799448, SimpleAssignmentExpression:0.11388278632306903, ActualMethodParameter:0.28480571645027714"
345,561,If-Else,465,decisions1_v2,if-else-if,"FormalMethodParameter:0.07670662691976943, StaticMethodSpecifier:0.11809931207799448, SimpleAssignmentExpression:0.1514969433926647, IfElseIfStatement:2.8377068490306945, java.lang.System.out.println:0.19511449636911166, StringDataType:0.1558878729673943, MethodDefinition:0.022639365465170848, VoidDataType:0.025554104472388137, CharDataType:1.7201593034059568, GreaterEqualExpression:3.2267055181740387, ActualMethodParameter:0.10914446942506807, StringAddition:0.49398918000695796, ClassDefinition:0.0, PublicMethodSpecifier:0.028488537811437533, IntDataType:0.2996534668351779, SimpleVariable:0.5392691614685069, IfElseStatement:1.1558878729673943, StringLiteral:0.1598540601849957"
345,561,If-Else,226,ifelse2_v2,"If Else","VoidDataType:0.025554104472388137, IfElseStatement:1.1558878729673943, java.lang.System.out.println:0.3303575594137351, StringDataType:0.26394111259823055, PublicClassSpecifier:0.05897785995933788, PublicMethodSpecifier:0.028488537811437533, IntDataType:0.2996534668351779, ModulusExpression:1.4569178686313755, ActualMethodParameter:0.18479765068076517, FormalMethodParameter:0.07670662691976943, StaticMethodSpecifier:0.11809931207799448, SimpleAssignmentExpression:0.05426575787152426, EqualExpression:1.021189299069938, StringLiteral:0.2706564513032853, ClassDefinition:0.0, MethodDefinition:0.022639365465170848"
345,561,If-Else,472,JavaTutorial_4_2_7,"Nested if","PublicClassSpecifier:0.05897785995933788, PublicMethodSpecifier:0.028488537811437533, IntDataType:0.2996534668351779, EqualExpression:1.7290237825382524, StringLiteral:0.3814588424215749, FormalMethodParameter:0.07670662691976943, StaticMethodSpecifier:0.11809931207799448, SimpleAssignmentExpression:0.05426575787152426, java.lang.System.out.println:0.46560062245835854, StringDataType:0.37199435222906685, ClassDefinition:0.0, MethodDefinition:0.022639365465170848, VoidDataType:0.025554104472388137, IfElseStatement:1.957088293158176, ActualMethodParameter:0.2604508319364623"
345,561,If-Else,471,JavaTutorial_4_2_6,"Else Clause","EqualExpression:1.021189299069938, StringLiteral:0.3354716950977236, FormalMethodParameter:0.07670662691976943, StaticMethodSpecifier:0.11809931207799448, SimpleAssignmentExpression:0.05426575787152426, java.lang.System.out.println:0.40946967977750703, StringDataType:0.3271482058637069, ClassDefinition:0.0, MethodDefinition:0.022639365465170848, VoidDataType:0.025554104472388137, IfElseStatement:1.1558878729673943, ActualMethodParameter:0.22905192477560865, PublicClassSpecifier:0.05897785995933788, PublicMethodSpecifier:0.028488537811437533, IntDataType:0.2996534668351779"
345,562,"Loops while",232,while_v2,While,"ActualMethodParameter:0.10914446942506807, StringAddition:0.49398918000695796, ClassDefinition:0.0, PublicMethodSpecifier:0.028488537811437533, IntDataType:0.2996534668351779, LessExpression:0.7907403776916642, StringLiteral:0.1598540601849957, PostIncrementExpression:0.7907403776916642, FormalMethodParameter:0.07670662691976943, StaticMethodSpecifier:0.11809931207799448, SimpleAssignmentExpression:0.05426575787152426, java.lang.System.out.println:0.19511449636911166, StringDataType:0.1558878729673943, MethodDefinition:0.022639365465170848, VoidDataType:0.025554104472388137, WhileStatement:1.2678616324113265"
345,562,"Loops while",479,JavaTutorial_4_4_2,"Sum using While","FormalMethodParameter:0.07670662691976943, StaticMethodSpecifier:0.11809931207799448, SimpleAssignmentExpression:0.11388278632306903, PostIncrementExpression:1.3388398410435476, StringLiteral:0.2706564513032853, ClassDefinition:0.0, MethodDefinition:0.022639365465170848, VoidDataType:0.025554104472388137, WhileStatement:1.2678616324113265, java.lang.System.out.println:0.3303575594137351, StringDataType:0.26394111259823055, PublicClassSpecifier:0.05897785995933788, PublicMethodSpecifier:0.028488537811437533, IntDataType:0.6288564478423063, LessEqualExpression:1.4191293077419758, ActualMethodParameter:0.18479765068076517, StringAddition:0.8363963873559003"
345,563,"Loops do while",233,do_while_v2,DoWhile,"FormalMethodParameter:0.07670662691976943, StaticMethodSpecifier:0.11809931207799448, SimpleAssignmentExpression:0.05426575787152426, LessExpression:0.7907403776916642, StringLiteral:0.1598540601849957, PostIncrementExpression:0.7907403776916642, MethodDefinition:0.022639365465170848, VoidDataType:0.025554104472388137, DoStatement:2.197280558125619, java.lang.System.out.println:0.19511449636911166, StringDataType:0.1558878729673943, ClassDefinition:0.0, PublicMethodSpecifier:0.028488537811437533, IntDataType:0.2996534668351779, WhileStatement:1.2678616324113265, ActualMethodParameter:0.10914446942506807, StringAddition:0.49398918000695796"
