course_id,AssignmentId,content_name,Topic,Code,Concepts
345,12,jDivision,4,Division,"StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.0675736215747451,SimpleVariable:0.6524916928930169,ActualMethodParameter:0.9617232418857572,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,DivideExpression:1.9937426048626723,ExplicitTypeCasting:2.1132467517904097,AddExpression:0.6580609267736252,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,DoubleDataType:1.1384493433104061,IntDataType:0.18390430875913744,java.lang.Math.round:3.686889785422618,java.lang.System.out.println:1.413970608268776,FormalMethodParameter:0.042403848553087355"
345,13,jInt_Long,4,Using double and Math class,"ActualMethodParameter:0.4030195342013126,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,DoubleDataType:0.6723865216099562,ExplicitTypeCasting:1.2481175742155695,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.047945504424613664,java.lang.Math.round:2.1775364999298623,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,IntDataType:0.08763138849046424"
345,14,jMathFuc1,4,Using Math class 1,"ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,AddExpression:0.38866138415444546,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,DoubleDataType:0.6723865216099562,java.lang.Math.sqrt:2.4785664955938436,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.02831738727448223,ActualMethodParameter:0.4030195342013126"
345,15,jMathFuc2,4,Using Math class 2,"ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,ExplicitTypeCasting:1.2481175742155695,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.08763138849046424,java.lang.Math.pow:1.876506504265881,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.02831738727448223,ActualMethodParameter:0.4030195342013126"
345,16,jIncrement,4,Increment Operator,"PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.14837283835118278,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.047945504424613664,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,PreIncrementExpression:2.4785664955938436"
345,17,jPreDecrement,4,Pre Decrement,"StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.047945504424613664,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,PreDecrementExpression:2.4785664955938436,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.14837283835118278,FormalMethodParameter:0.042403848553087355"
345,18,jDouble1,4,Using double ,"ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,IntDataType:0.08763138849046424,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,DoubleDataType:0.6723865216099562,ExplicitTypeCasting:1.2481175742155695,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.047945504424613664,AddExpression:0.38866138415444546"
345,19,jConstants3,4,Constants in Math class,"PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.08763138849046424,Constant:1.2744465129379186,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.02831738727448223,ConstantInvocation:1.4785664955938433,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,ExplicitTypeCasting:1.2481175742155695,AddExpression:0.38866138415444546"
345,20,jOperator1,4,Modulus Operator,"FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.02831738727448223,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,ModulusExpression:1.0635931476230254,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.08763138849046424"
345,21,jPostDecrement,4,Post Decrement,"PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.14837283835118278,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.047945504424613664,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,PostDecrementExpression:1.1361438147716372"
345,22,jVariable1,4,Operations with int,"AddAssignmentExpression:0.7542906259930543,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.08763138849046424,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.02831738727448223,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028"
345,23,jCompoundAssignment_mult,4,Compound Assignment,"MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,MultiplyAssignmentExpression:2.4785664955938436,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.08763138849046424,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.02831738727448223,ClassDefinition:0.0"
345,24,jMathAbs,4,Using Math Class (abs),"PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,DoubleDataType:0.6723865216099562,java.lang.Math.abs:2.1775364999298623,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.02831738727448223,ActualMethodParameter:0.4030195342013126,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,SubtractExpression:0.44918271790863373"
345,25,jMathCeil,4,Using Math Class (ceil),"PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,DoubleDataType:1.1384493433104061,java.lang.Math.ceil:2.4785664955938436,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.047945504424613664,ActualMethodParameter:0.4030195342013126,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,SubtractExpression:0.44918271790863373"
345,26,jString6,5,Strings 6,"FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,ActualMethodParameter:0.4030195342013126,StringLiteralMethodInvocation:2.4785664955938436,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,java.lang.String.substring:2.001445240874181,StringLiteral:0.8351138191076559,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,java.lang.System.out.print:0.8553172051959429,StringDataType:0.8351138191076559"
345,27,jString1,5,Strings 1,"PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,StringInitializationStatement:1.2481175742155695,SimpleAssignmentExpression:0.047945504424613664,ObjectMethodInvocation:0.6723865216099562,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,StringVariable:1.671483026734457,StringLiteral:0.8351138191076559,ActualMethodParameter:0.6823713880435349,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,StringDataType:1.413970608268776,java.lang.String.substring:2.001445240874181,java.lang.System.out.print:0.8553172051959429"
345,28,jString4,5,Strings 4,"StringVariable:0.9872048017595707,StringLiteral:0.8351138191076559,ObjectMethodInvocation:0.6723865216099562,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,StringDataType:0.8351138191076559,CharDataType:2.4785664955938436,ActualMethodParameter:0.6823713880435349,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,StringInitializationStatement:1.2481175742155695,SimpleAssignmentExpression:0.047945504424613664,java.lang.String.charAt:2.001445240874181,java.lang.System.out.print:0.8553172051959429,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086"
345,29,jString_to_Int,5,Converting String to int,"PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,StringInitializationStatement:1.2481175742155695,SimpleAssignmentExpression:0.047945504424613664,java.lang.Integer.parseInt:2.4785664955938436,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,StringVariable:0.9872048017595707,StringLiteral:0.8351138191076559,ActualMethodParameter:0.4030195342013126,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,StringDataType:0.8351138191076559,IntDataType:0.08763138849046424,AddExpression:0.38866138415444546"
345,30,jString_to_Double,5,Converting String to double,"StaticMethodSpecifier:0.047202731434856086,StringVariable:0.9872048017595707,StringLiteral:0.8351138191076559,ActualMethodParameter:0.4030195342013126,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,StringDataType:0.8351138191076559,DoubleDataType:0.6723865216099562,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,StringInitializationStatement:1.2481175742155695,SimpleAssignmentExpression:0.047945504424613664,java.lang.Double.parseDouble:2.4785664955938436,FormalMethodParameter:0.042403848553087355"
345,31,jString2,5,Strings 2,"StaticMethodSpecifier:0.047202731434856086,StringVariable:2.756038353379686,StringLiteral:2.179177660777151,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,StringDataType:2.3314369123770033,IntDataType:0.08763138849046424,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,StringInitializationStatement:3.256885317333389,SimpleAssignmentExpression:0.08342047856662699,java.lang.String.length:1.7004152452101997,FormalMethodParameter:0.042403848553087355"
345,32,jStringReplace,5,String (replace),"StringAddition:1.2232939904905373,ActualMethodParameter:1.0516544519964366,java.lang.System.out.println:1.7525801232158837,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,StringInitializationStatement:1.2481175742155695,SimpleAssignmentExpression:0.05942721691720237,java.lang.String.charAt:2.001445240874181,java.lang.String.length:1.7004152452101997,java.lang.String.replace:3.686889785422618,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,StringVariable:1.671483026734457,StringLiteral:1.9928273974298958,ObjectMethodInvocation:1.4110786169854597,SubtractExpression:0.44918271790863373,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,StringDataType:1.9928273974298958"
345,33,jString5,5,Strings 5,"ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,SimpleAssignmentExpression:0.047945504424613664,ActualMethodParameter:0.6823713880435349,java.lang.System.out.print:0.8553172051959429,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,StringVariable:0.9872048017595707,StringCreationStatement:1.876506504265881,StringLiteral:0.8351138191076559,AddExpression:0.38866138415444546,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,StringDataType:0.8351138191076559,StringConstructorCall:1.876506504265881,IntDataType:0.08763138849046424"
345,34,jStringEqual,5,String (equals),"PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,StringVariable:2.3557612517093434,StringCreationStatement:3.1772016970001755,StringLiteral:1.9928273974298958,ObjectMethodInvocation:1.604512165010856,java.lang.String.equals:1.7004152452101997,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,StringDataType:1.9928273974298958,StringConstructorCall:3.1772016970001755,StringAddition:2.071216770994978,java.lang.System.out.println:1.413970608268776,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,SimpleAssignmentExpression:0.0675736215747451,ActualMethodParameter:1.1251336008903943,java.lang.String.charAt:3.3887413666312405,java.lang.String.equalsIgnoreCase:1.7004152452101997"
345,35,jtestNull,6,Test Null,"ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,StringDataType:1.413970608268776,IntDataType:0.08763138849046424,java.lang.System.out.println:1.413970608268776,null:2.001445240874181,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,StringInitializationStatement:1.2481175742155695,SimpleAssignmentExpression:0.05942721691720237,IfStatement:0.6035052322021434,ActualMethodParameter:0.6823713880435349,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,StringVariable:0.9872048017595707,StringLiteral:1.413970608268776,LessExpression:0.38165648258578694,EqualExpression:1.413970608268776"
345,36,jBoolean_Method,6,Comparing Strings,"FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,StringDataType:1.413970608268776,StringConstructorCall:3.1772016970001755,IntDataType:0.08763138849046424,PostIncrementExpression:0.4532606303290731,PostDecrementExpression:1.1361438147716372,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,SimpleAssignmentExpression:0.05942721691720237,ActualMethodParameter:0.8457817470481722,IfStatement:1.0218231823562343,java.lang.String.equals:1.7004152452101997,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,StringVariable:1.671483026734457,StringCreationStatement:3.1772016970001755,StringLiteral:1.413970608268776,EqualExpression:0.8351138191076559,ObjectMethodInvocation:0.6723865216099562"
345,37,jbooleanOperationsNot,6,Boolean Operations (Not),"StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.02831738727448223,GreaterExpression:0.730378468587643,PostIncrementExpression:0.4532606303290731,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,IfStatement:0.6035052322021434,AndExpression:1.3993852495462185,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.08763138849046424,NotExpression:1.7004152452101997,LessExpression:0.38165648258578694,FormalMethodParameter:0.042403848553087355"
345,38,jBoolean_Var,6,Using boolean,"StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.047945504424613664,GreaterExpression:0.730378468587643,ActualMethodParameter:0.4030195342013126,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,False:1.6334684555795864,True:1.6334684555795864,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,BooleanDataType:1.2744465129379186,IfStatement:0.6035052322021434,java.lang.System.out.print:0.8553172051959429,FormalMethodParameter:0.042403848553087355"
345,39,jbooleanOperationsOR,6,Boolean Operations (OR),"FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.047945504424613664,ActualMethodParameter:0.4030195342013126,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,SubtractExpression:0.44918271790863373,GreaterExpression:0.730378468587643,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.14837283835118278,java.lang.System.out.println:0.8351138191076559,OrExpression:2.4785664955938436"
345,40,jbooleanOperationsNotEqual,6,Boolean Operations (Not equal),"StringVariable:0.9872048017595707,IfStatement:0.6035052322021434,NotEqualExpression:1.6334684555795864,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.05942721691720237,StringDataType:1.413970608268776,java.lang.Math.abs:2.1775364999298623,java.lang.System.out.print:0.8553172051959429,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,StringInitializationStatement:1.2481175742155695,StringLiteral:1.413970608268776,ActualMethodParameter:0.6823713880435349,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.08763138849046424"
345,41,jBoolean_Operators,6,Boolean Operations (AND),"PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.08763138849046424,GreaterExpression:0.730378468587643,PostIncrementExpression:0.4532606303290731,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.02831738727448223,AndExpression:1.3993852495462185,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,IfStatement:0.6035052322021434,LessExpression:0.38165648258578694"
345,42,jbooleanOperationsLessEqual,6,Boolean Operations (Less equal),"PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.08763138849046424,LessEqualExpression:1.7004152452101997,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.02831738727448223,PostIncrementExpression:0.4532606303290731,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,IfStatement:0.6035052322021434"
345,43,jbooleanOperationsGreaterEqual,6,Boolean Operations (Greater equal),"PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.08763138849046424,GreaterEqualExpression:1.7004152452101997,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.02831738727448223,PostIncrementExpression:0.4532606303290731,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,IfStatement:0.6035052322021434"
345,44,jIfelse1,6,if-else 1,"VoidDataType:0.010219165181686028,IfStatement:0.6035052322021434,AddAssignmentExpression:0.7542906259930543,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.08763138849046424,ModulusExpression:1.0635931476230254,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.02831738727448223,GreaterExpression:0.730378468587643,ClassDefinition:0.0,MethodDefinition:0.010219165181686028"
345,45,jBoolean_Operators3,6,Comparisons 2,"PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.08763138849046424,ActualMethodParameter:0.4030195342013126,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.02831738727448223,GreaterExpression:0.730378468587643,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,java.lang.System.out.print:0.8553172051959429"
345,46,jEarthquake,7,Earthquake,"PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,StringVariable:0.9872048017595707,DoubleDataType:0.6723865216099562,LessEqualExpression:1.7004152452101997,IfElseStatement:1.177536499929862,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,StringDataType:2.5716841865910154,SimpleAssignmentExpression:0.08720173872487652,StringLiteral:2.4601702753255865,java.lang.System.out.println:0.8351138191076559,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,SimpleVariable:0.6524916928930169,IfElseIfStatement:4.26243451675455,LessExpression:0.9959088951855976,ActualMethodParameter:0.4030195342013126"
345,47,jIfelse5,7,if-else 5,"FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.0675736215747451,GreaterExpression:1.5327812295566228,PostIncrementExpression:0.4532606303290731,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,MultiplyExpression:0.770996319495907,IfElseStatement:1.9937426048626723,PostDecrementExpression:1.1361438147716372,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.14837283835118278,IfElseIfStatement:1.6334684555795864,ModulusExpression:1.8008197391608032"
345,48,jWhile2,8,Loop While 2,"SimpleAssignmentExpression:0.02831738727448223,PostDecrementExpression:1.1361438147716372,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,WhileStatement:0.770996319495907,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.08763138849046424,EqualExpression:0.8351138191076559,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086"
345,49,jWhile3,8,Loop While 3,"FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.05942721691720237,AddAssignmentExpression:0.7542906259930543,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,WhileStatement:0.770996319495907,PostIncrementExpression:0.4532606303290731,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.18390430875913744,LessExpression:0.38165648258578694"
345,50,jWhile4,8,Problem 1,"MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,WhileStatement:0.770996319495907,ModulusExpression:1.0635931476230254,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.14837283835118278,LessExpression:0.38165648258578694,EqualExpression:0.8351138191076559,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.047945504424613664,IfStatement:0.6035052322021434,PostIncrementExpression:0.7674369583004937,ClassDefinition:0.0"
345,51,jWhile1,8,Loop While 1,"ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,WhileStatement:0.770996319495907,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.08763138849046424,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.02831738727448223,PostIncrementExpression:0.4532606303290731"
345,52,jDowhile8,9,Problem 3,"LessExpression:0.38165648258578694,ModulusExpression:1.8008197391608032,GreaterExpression:0.730378468587643,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,DoStatement:1.1168386595762505,PostIncrementExpression:0.4532606303290731,EqualExpression:1.413970608268776,PostDecrementExpression:1.1361438147716372,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.14837283835118278,WhileStatement:1.3054102445765898,IfStatement:1.0218231823562343,AddAssignmentExpression:1.2771250467229363,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.047945504424613664"
