Week,content_id,content_name,Topic,display_name,Concepts
345,11,arithmetic_v2,2,Arithmetic Operations,"MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,AddExpression:1.681567028199806,SubtractExpression:1.1760912590556813,ModulusExpression:1.4569178686313755,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,java.lang.System.out.println:0.5091391640910456,MultiplyExpression:0.9542425094393249,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.1514969433926647,ActualMethodParameter:0.28480571645027714,DivideExpression:1.7201593034059568"
345,12,TypeCasting_v2,2,Type Casting,"SimpleAssignmentExpression:0.12949407201071567,IntDataType:0.2996534668351779,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,FloatDataType:1.7993405494535817,ByteDataType:1.8962505624616381,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,DoubleDataType:0.7993405494535817,ExplicitTypeCasting:2.4257604945318167,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448"
345,13,OperatorExample_v2,2,Operator,"ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,ModulusExpression:3.0575057426899557,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.6288564478423063,java.lang.System.out.println:0.40946967977750703,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.11388278632306903,ActualMethodParameter:0.22905192477560865"
345,14,Decrement,2,Decrement,"FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.09187991494111997,PostDecrementExpression:1.4191293077419758,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,java.lang.System.out.println:0.5447127428221304,PreDecrementExpression:2.4983105537896004,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,ActualMethodParameter:0.30470510603130574"
345,15,increment_v2,2,Increment,"MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,java.lang.System.out.println:0.5447127428221304,PreIncrementExpression:1.6532125137753437,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,ActualMethodParameter:0.30470510603130574,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.09187991494111997,PostIncrementExpression:0.7907403776916642,ClassDefinition:0.0"
345,16,MathFunction_v2,2,Math Functions,"PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,ActualMethodParameter:0.3361040131921593,java.lang.Math.sqrt:2.197280558125619,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.16710822908031134,DoubleDataType:1.9074618457755572,java.lang.Math.pow:2.4983105537896004,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,java.lang.Math.abs:2.197280558125619,java.lang.Math.ceil:3.7203193818895754,java.lang.Math.round:5.242985229092087,PublicClassSpecifier:0.05897785995933788"
345,17,CompoundAssignment,2,Combining Assignment and Arithmetic,"PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,java.lang.System.out.println:0.3303575594137351,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.09187991494111997,ActualMethodParameter:0.18479765068076517,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,AddAssignmentExpression:1.3222192947339193,MultiplyAssignmentExpression:2.197280558125619"
345,18,substring_v2,3,Substring,"PublicMethodSpecifier:0.028488537811437533,StringInitializationStatement:1.1972805581256194,SimpleAssignmentExpression:0.11388278632306903,ObjectMethodInvocation:0.3136191229720017,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,StringVariable:1.0955546166902552,StringLiteral:0.2706564513032853,ActualMethodParameter:0.18479765068076517,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,StringDataType:0.3271482058637069,java.lang.String.substring:3.7203193818895754,StringLiteralMethodInvocation:2.4983105537896004,PublicClassSpecifier:0.05897785995933788"
345,19,StringsParse,3,Strings (parse),"PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,ActualMethodParameter:0.2604508319364623,DoubleDataType:0.7993405494535817,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.09187991494111997,StringLiteral:0.2706564513032853,java.lang.Double.parseDouble:2.197280558125619,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,java.lang.Integer.parseInt:2.4983105537896004,StringDataType:0.26394111259823055,java.lang.System.out.println:0.3303575594137351,PublicClassSpecifier:0.05897785995933788"
345,20,StringsCharAt,3,Strings (charAt),"StaticMethodSpecifier:0.11809931207799448,StringVariable:0.6470522050705252,StringLiteral:0.1598540601849957,ObjectMethodInvocation:0.3136191229720017,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,StringDataType:0.1558878729673943,CharDataType:1.7201593034059568,ActualMethodParameter:0.18479765068076517,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,StringInitializationStatement:1.1972805581256194,SimpleAssignmentExpression:0.09187991494111997,java.lang.String.charAt:2.4983105537896004,java.lang.System.out.println:0.19511449636911166,FormalMethodParameter:0.07670662691976943"
345,21,string_length_v2,3,String Length,"ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,StringDataType:0.1558878729673943,IntDataType:0.2996534668351779,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,StringInitializationStatement:1.1972805581256194,SimpleAssignmentExpression:0.09187991494111997,java.lang.String.length:1.7201593034059568,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,StringVariable:0.6470522050705252,StringLiteral:0.1598540601849957"
345,22,StringExample_v2,3,String Example,"PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,nullInitialization:2.0211892990699383,SimpleAssignmentExpression:0.11388278632306903,java.lang.System.out.println:0.40946967977750703,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,StringVariable:1.3579117089708022,StringLiteral:0.2706564513032853,ActualMethodParameter:0.22905192477560865,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,StringDataType:0.3271482058637069,StringAddition:0.8363963873559003"
345,23,stringEquals,3,String Equals,"java.lang.String.equals:2.5368602897520725,java.lang.System.out.println:0.3303575594137351,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,StringDataType:0.3271482058637069,BooleanDataType:0.9931605754696945,ObjectMethodInvocation:0.5310033338297274,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,StringInitializationStatement:2.0271722013296305,SimpleAssignmentExpression:0.14160312593692462,SimpleVariable:0.5392691614685069,ActualMethodParameter:0.2604508319364623,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,StringVariable:1.3579117089708022,StringLiteral:0.2706564513032853"
345,24,CreateString_v2,3,Creating String,"StringInitializationStatement:1.1972805581256194,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,StringVariable:1.3579117089708022,SimpleAssignmentExpression:0.09187991494111997,ActualMethodParameter:0.10914446942506807,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,StringDataType:0.3271482058637069,StringCreationStatement:1.4191293077419758,StringLiteral:0.2706564513032853,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,SimpleVariable:0.5392691614685069,StringConstructorCall:1.4191293077419758"
345,25,StringsReplace,3,Strings (replace),"ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,StringDataType:0.37199435222906685,java.lang.String.replace:3.7203193818895754,java.lang.System.out.println:0.3303575594137351,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,StringInitializationStatement:1.1972805581256194,SimpleAssignmentExpression:0.12949407201071567,ObjectMethodInvocation:0.5310033338297274,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,StringVariable:1.0955546166902552,StringLiteral:0.3354716950977236,ActualMethodParameter:0.2604508319364623"
345,26,StringsEqualsIgnoreCase,3,Strings (equalsIgnoreCase),"ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,SimpleAssignmentExpression:0.12949407201071567,ActualMethodParameter:0.30470510603130574,SimpleVariable:0.5392691614685069,java.lang.System.out.println:0.3303575594137351,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,StringVariable:1.0955546166902552,StringCreationStatement:2.402794786253313,StringLiteral:0.2706564513032853,java.lang.String.equals:1.4983105537896004,java.lang.String.equalsIgnoreCase:2.4983105537896004,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,StringDataType:0.26394111259823055,StringConstructorCall:2.402794786253313,BooleanDataType:0.9931605754696945,ObjectMethodInvocation:0.5310033338297274"
345,27,comparison_operators_v2,4,comparison operators,"SimpleAssignmentExpression:0.09187991494111997,java.lang.System.out.println:0.5447127428221304,StringDataType:0.43520144549454315,GreaterEqualExpression:1.3521825181113625,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,IfStatement:3.024416902711648,ActualMethodParameter:0.30470510603130574,NotEqualExpression:1.4983105537896004,LessExpression:0.7907403776916642,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.5073574225169946,EqualExpression:1.021189299069938,StringLiteral:0.44627408621601317,GreaterExpression:1.2430380486862944,LessEqualExpression:1.4191293077419758,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448"
345,28,conditional_operators_v2,4,boolean operators,"ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.5073574225169946,EqualExpression:1.7290237825382524,ActualMethodParameter:0.18479765068076517,OrExpression:1.2678616324113265,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.09187991494111997,AndExpression:1.2195569528367716,StringLiteral:0.2706564513032853,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,IfStatement:1.8342493356277607,java.lang.System.out.println:0.3303575594137351,StringDataType:0.26394111259823055"
345,29,boolean_operators_v2,4,Boolean Operators,"SimpleAssignmentExpression:0.09187991494111997,java.lang.System.out.println:0.40946967977750703,StringDataType:0.3271482058637069,AndExpression:1.2195569528367716,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,True:1.3843672014827637,ActualMethodParameter:0.22905192477560865,StringAddition:1.036691763631685,NotExpression:1.8962505624616381,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,BooleanDataType:1.681567028199806,False:1.0359125558906443,StringLiteral:0.3354716950977236,OrExpression:1.2678616324113265,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448"
345,30,JavaTutorial_4_2_9,4,Using ||,"FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.11388278632306903,ModulusExpression:1.4569178686313755,LessExpression:0.7907403776916642,StringLiteral:0.2706564513032853,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,IfStatement:1.0833372058187825,NotEqualExpression:1.4983105537896004,java.lang.System.out.println:0.5447127428221304,StringDataType:0.26394111259823055,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.6288564478423063,PreIncrementExpression:1.6532125137753437,OrExpression:1.2678616324113265,ActualMethodParameter:0.30470510603130574"
345,31,JavaTutorial_4_2_2,4,If with complex condition,"IntDataType:0.7150613781988112,LessExpression:0.7907403776916642,PostIncrementExpression:0.7907403776916642,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.12949407201071567,OrExpression:1.2678616324113265,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,IfStatement:1.0833372058187825,GreaterExpression:1.2430380486862944,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533"
345,32,JavaTutorial_4_2_8,4,Using &&,"EqualExpression:1.021189299069938,java.lang.System.out.println:0.5447127428221304,StringDataType:0.26394111259823055,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.6288564478423063,PreIncrementExpression:1.6532125137753437,AndExpression:1.2195569528367716,ActualMethodParameter:0.30470510603130574,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.11388278632306903,ModulusExpression:1.4569178686313755,LessExpression:0.7907403776916642,StringLiteral:0.2706564513032853,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,IfStatement:1.0833372058187825"
345,33,testNull,4,Testing for null,"PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,nullInitialization:2.0211892990699383,SimpleAssignmentExpression:0.05426575787152426,EqualExpression:1.7290237825382524,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,StringVariable:0.6470522050705252,java.lang.System.out.println:0.3303575594137351,null:1.6532125137753437,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,StringDataType:0.26394111259823055,ActualMethodParameter:0.18479765068076517,StringLiteral:0.1598540601849957"
345,34,logical_operators_v2,4,Logical Operators,"PublicMethodSpecifier:0.028488537811437533,GreaterEqualExpression:1.3521825181113625,StringDataType:0.26394111259823055,PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137,java.lang.System.out.println:0.3303575594137351,NotEqualExpression:1.4983105537896004,MethodDefinition:0.022639365465170848,ActualMethodParameter:0.2604508319364623,StringLiteral:0.2706564513032853,ClassDefinition:0.0"
345,35,boolean_declaration_v2,4,Boolean Declaration,"FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.09187991494111997,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,True:1.3843672014827637,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,BooleanDataType:1.681567028199806,False:1.0359125558906443"
345,36,boolean_expression_v2,4,Boolean Expression,"ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,SimpleAssignmentExpression:0.09187991494111997,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,BooleanDataType:0.9931605754696945,LessExpression:0.7907403776916642,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleVariable:0.5392691614685069,GreaterExpression:1.2430380486862944"
345,37,JavaTutorial_4_2_5,4,If Statement,"FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.05426575787152426,java.lang.System.out.println:0.19511449636911166,StringDataType:0.1558878729673943,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,IfStatement:1.0833372058187825,ActualMethodParameter:0.10914446942506807,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,EqualExpression:1.021189299069938,StringLiteral:0.1598540601849957"
345,38,relational_operators_v2,4,relational operators,"PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,SimpleVariable:0.5392691614685069,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.11388278632306903,LessExpression:0.7907403776916642,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,BooleanDataType:0.9931605754696945,EqualExpression:1.021189299069938,PublicClassSpecifier:0.05897785995933788"
345,39,ObjectEquality,4,Object Equality ,"java.lang.String.equals:1.4983105537896004,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,WrapperClassCreationStatement:3.4221709630981985,java.lang.System.out.println:0.40946967977750703,ObjectMethodInvocation:0.3136191229720017,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,java.lang.Integer:4.241692700752656,WrapperClassConstructorCall:3.4221709630981985,EqualExpression:1.7290237825382524,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.11388278632306903,ActualMethodParameter:0.28480571645027714"
345,40,decisions1_v2,4,if-else-if,"FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.1514969433926647,IfElseIfStatement:2.8377068490306945,java.lang.System.out.println:0.19511449636911166,StringDataType:0.1558878729673943,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,CharDataType:1.7201593034059568,GreaterEqualExpression:3.2267055181740387,ActualMethodParameter:0.10914446942506807,StringAddition:0.49398918000695796,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,SimpleVariable:0.5392691614685069,IfElseStatement:1.1558878729673943,StringLiteral:0.1598540601849957"
345,41,ifelse2_v2,4,If Else,"VoidDataType:0.025554104472388137,IfElseStatement:1.1558878729673943,java.lang.System.out.println:0.3303575594137351,StringDataType:0.26394111259823055,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,ModulusExpression:1.4569178686313755,ActualMethodParameter:0.18479765068076517,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.05426575787152426,EqualExpression:1.021189299069938,StringLiteral:0.2706564513032853,ClassDefinition:0.0,MethodDefinition:0.022639365465170848"
345,42,JavaTutorial_4_2_7,4,Nested if,"PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,EqualExpression:1.7290237825382524,StringLiteral:0.3814588424215749,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.05426575787152426,java.lang.System.out.println:0.46560062245835854,StringDataType:0.37199435222906685,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,IfElseStatement:1.957088293158176,ActualMethodParameter:0.2604508319364623"
345,43,JavaTutorial_4_2_6,4,Else Clause,"EqualExpression:1.021189299069938,StringLiteral:0.3354716950977236,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.05426575787152426,java.lang.System.out.println:0.40946967977750703,StringDataType:0.3271482058637069,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,IfElseStatement:1.1558878729673943,ActualMethodParameter:0.22905192477560865,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779"
345,44,while_v2,5,While,"ActualMethodParameter:0.10914446942506807,StringAddition:0.49398918000695796,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,LessExpression:0.7907403776916642,StringLiteral:0.1598540601849957,PostIncrementExpression:0.7907403776916642,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.05426575787152426,java.lang.System.out.println:0.19511449636911166,StringDataType:0.1558878729673943,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,WhileStatement:1.2678616324113265"
345,45,JavaTutorial_4_4_2,5,Sum using While,"FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.11388278632306903,PostIncrementExpression:1.3388398410435476,StringLiteral:0.2706564513032853,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,WhileStatement:1.2678616324113265,java.lang.System.out.println:0.3303575594137351,StringDataType:0.26394111259823055,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.6288564478423063,LessEqualExpression:1.4191293077419758,ActualMethodParameter:0.18479765068076517,StringAddition:0.8363963873559003"
345,46,do_while_v2,5,DoWhile,"FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.05426575787152426,LessExpression:0.7907403776916642,StringLiteral:0.1598540601849957,PostIncrementExpression:0.7907403776916642,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,DoStatement:2.197280558125619,java.lang.System.out.println:0.19511449636911166,StringDataType:0.1558878729673943,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,WhileStatement:1.2678616324113265,ActualMethodParameter:0.10914446942506807,StringAddition:0.49398918000695796"
345,47,JavaTutorial_4_6_6,5,For with Multiple Variables 2,"ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,ForStatement:0.8170693164140133,AddAssignmentExpression:1.3222192947339193,ActualMethodParameter:0.10914446942506807,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.6288564478423063,LessEqualExpression:1.4191293077419758,MultiplyExpression:0.9542425094393249,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.11388278632306903,PostIncrementExpression:0.7907403776916642,java.lang.System.out.println:0.19511449636911166"
