Week,Topic,Subtopic,,ContentType,Content,concepts
3,3-constants,,1,code_sample,package edu.pitt.is17.lec02;@@@@public class Constants {@@@@ public static void main(String[] args) {@@  final double PI_MATH = 3.14159235232;@@  double area1 = 1 * 1 * PI_MATH;@@  double area2 = 2 * 2 * PI_MATH;@@  double area3 = 3 * 3 * PI_MATH;@@  double area4 = 4 * 4 * PI_MATH;@@  double area5 = 5 * 5 * PI_MATH;@@@@ }@@@@}@@,SimpleAssignmentExpression:6;PublicClassSpecifier:1;StaticMethodSpecifier:1;ConstantInitializationStatement:1;PublicMethodSpecifier:1;MethodDefinition:1;Constant:1;VoidDataType:1;MultiplyExpression:5;DoubleDataType:6;ClassDefinition:1;FormalMethodParameter:1;
3,3-constants,,1,code_sample,package edu.pitt.is17.lec02;@@@@public class Constants1 {@@ static final double PI = 3.141593;@@ static final double MY_CONSTANT = 0.05;@@ @@ public static void main(String[] args) {@@  double radius = 2.4;@@  @@  double area1 = PI * radius * radius;@@  double area2 = PI * 1 * 1;@@  double area3 = PI * 2 * 2;@@  double area4 = PI * 3 * 3;@@  double area5 = PI * 4 * 4;@@  @@ }@@@@}@@,SimpleAssignmentExpression:8;PublicClassSpecifier:1;PublicMethodSpecifier:1;ClassConstantInitializationStatement:2;MultiplyExpression:5;ClassDefinition:1;FinalFieldSpecifier:2;FormalMethodParameter:1;StaticMethodSpecifier:1;MethodDefinition:1;VoidDataType:1;DoubleDataType:8;StaticFieldSpecifier:2;ClassField:2;
4,4-Arithmetic-operations,,2,code_sample,package edu.pitt.is17.lec02;@@@@public class ArithmeticOperations1 {@@ public static void main(String[] args) {@@  int n = 3 + 5 / 2 - 2; @@  System.out.println(n);@@  double d = 3 + 5 / 2 - 2;@@  System.out.println(d);@@ }@@},SimpleAssignmentExpression:2;PublicClassSpecifier:1;PublicMethodSpecifier:1;java.lang.System.out.println:2;ClassDefinition:1;FormalMethodParameter:1;SubtractExpression:2;StaticMethodSpecifier:1;DivideExpression:2;AddExpression:2;MethodDefinition:1;IntDataType:1;VoidDataType:1;DoubleDataType:1;ActualMethodParameter:2;
4,4-Arithmetic-operations,,2,code_sample,package edu.pitt.is17.lec02;@@@@public class ArithmeticOperations2 {@@@@ public static void main(String[] args) {@@  int n = 10 % 3;@@  @@  n++; @@  n--;@@  ++n;@@   --n;@@  n = 1;@@  int a = n++ - 2;@@  @@  System.out.println(a);@@  System.out.println(n);@@@@ }@@@@}@@,SimpleAssignmentExpression:3;PublicClassSpecifier:1;PostIncrementExpression:2;PreDecrementExpression:1;PreIncrementExpression:1;PublicMethodSpecifier:1;ModulusExpression:1;java.lang.System.out.println:2;ClassDefinition:1;FormalMethodParameter:1;SubtractExpression:1;StaticMethodSpecifier:1;MethodDefinition:1;IntDataType:2;VoidDataType:1;PostDecrementExpression:1;ActualMethodParameter:2;
4,4-Arithmetic-operations,,2,code_sample,package edu.pitt.is17.lec02;@@@@public class ArithmeticOperations1 {@@ public static void main(String[] args) {@@  int x = 5;@@  double y = 2.5;@@  double result = x * y;@@  double average = (1 + 1)/3;  @@  int counter = 0;@@  counter++;@@  int counter = 0;@@  counter = counter + 1;@@  int counter = 5;@@  counter--;@@  int counter = 5;@@  counter = counter - 1;@@  int x = 27@@    x++;@@  x = x + 2;@@  int x = 33;@@  x--;@@  x-=2;@@double y = Math.sqrt(4);@@  long r = Math.round(x/y);@@@@ double x = Math.pow(5$$4);@@}@@},SimpleAssignmentExpression:16;PublicClassSpecifier:1;PostIncrementExpression:2;PublicMethodSpecifier:1;MultiplyExpression:1;ClassDefinition:1;java.lang.Math.pow:1;FormalMethodParameter:1;SubtractExpression:1;StaticMethodSpecifier:1;java.lang.Math.sqrt:1;DivideExpression:2;AddExpression:3;MinusAssignmentExpression:1;MethodDefinition:1;IntDataType:7;java.lang.Math.round:1;VoidDataType:1;DoubleDataType:5;PostDecrementExpression:2;LongDataType:1;ActualMethodParameter:3;
4,4-Arithmetic-operations,,2,code_sample,public class TypeCasting@@{@@ public static void main(String[] args)@@ {@@  double saleTotal = 175.05;@@  double balance = salesTotal * 0.07;@@  int dollars = balance;@@@@        double saleTotal = 175.05;@@  final double PA_SALES_TAX = 0.07;@@  double balance = salesTotal * PA_SALES_TAX;@@  int dollars = (int) balance;@@ }@@},SimpleAssignmentExpression:7;PublicClassSpecifier:1;PublicMethodSpecifier:1;Constant:1;MultiplyExpression:2;ClassDefinition:1;FormalMethodParameter:1;StaticMethodSpecifier:1;ExplicitTypeCasting:1;ConstantInitializationStatement:1;MethodDefinition:1;IntDataType:2;VoidDataType:1;DoubleDataType:5;
5,5-strings,,3,code_sample,"package edu.pitt.is17.lec02;@@@@import javax.swing.JOptionPane;@@@@public class FortuneTeller {@@ public static void main(String[] args){@@  double magicFactor = 2.5;@@  int magicNumber = 7;@@  String message = ""Welcome to The Fortune Teller"";@@  message = message + ""\nPlease tell me your name:"";@@  String name = JOptionPane.showInputDialog(message);@@  String ageStr = JOptionPane.showInputDialog(""and your age"");@@  int age = Integer.parseInt(ageStr);@@  int x = age / magicNumber + (age % 7);@@  int y = (int) Math.round(name.length() / magicFactor);@@  int days = (x*y);@@  System.out.println(""Thank you ""+name);@@  System.out.println(""The shadows from above said that you will be given an important ""@@    + ""oportunity in the future$$ in exaclty ""+days+"" days from now.\nDo not miss it!"");@@ }@@}",PublicClassSpecifier:1;StaticMethodSpecifier:1;PublicMethodSpecifier:1;MethodDefinition:1;VoidDataType:1;ImportStatement:1;ClassDefinition:1;FormalMethodParameter:1;
5,5-strings,,3,code_sample,"package edu.pitt.is17.lec02;@@@@import javax.swing.JOptionPane;@@@@public class InputOutput {@@ final static double PI = 3.14159;@@ @@ /*@@  * Basic input output using JOptionPane@@  */@@ public static void main(String[] args) {@@  String input = JOptionPane.showInputDialog(""Please$$ enter the value of a radius:"");@@ double r = Double.parseDouble(input);@@  @@  double area = r*r*PI;@@  @@ System.out.println(""The area of a circle of radius ""+r+"" is ""+area);@@  JOptionPane.showMessageDialog(null$$""The area of a circle of radius ""+r+"" is ""+area);@@  @@ }@@@@}@@",SimpleAssignmentExpression:4;PublicClassSpecifier:1;PublicMethodSpecifier:1;java.lang.System.out.println:1;ClassConstantInitializationStatement:1;MultiplyExpression:1;StringAddition:2;ImportStatement:1;StringVariable:1;ClassDefinition:1;FinalFieldSpecifier:1;FormalMethodParameter:1;StaticMethodSpecifier:1;StringDataType:3;StringLiteral:3;MethodDefinition:1;VoidDataType:1;DoubleDataType:3;ObjectMethodInvocation:2;StaticFieldSpecifier:1;ClassField:1;ActualMethodParameter:4;java.lang.Double.parseDouble:1;
5,5-strings,,3,code_sample,"package edu.pitt.is17.lec02;@@@@import javax.swing.JOptionPane;@@@@@@public class InputOutput {@@@@ public static void main(String[] args) {@@  String input = JOptionPane.showInputDialog(""Enter a temperature:"");@@  double t = Double.parseDouble(input);@@  @@  double c = (t - 32) * 5.0/9;@@  @@  JOptionPane.showMessageDialog(null$$ t+"" F = "" + c + "" C"");@@ @@ }@@@@}@@",SimpleAssignmentExpression:3;PublicClassSpecifier:1;PublicMethodSpecifier:1;MultiplyExpression:1;StringAddition:1;ImportStatement:1;StringVariable:1;ClassDefinition:1;FormalMethodParameter:1;SubtractExpression:1;StaticMethodSpecifier:1;StringDataType:2;DivideExpression:1;StringLiteral:2;MethodDefinition:1;VoidDataType:1;DoubleDataType:2;ObjectMethodInvocation:2;ActualMethodParameter:3;java.lang.Double.parseDouble:1;
5,5-strings,,3,code_sample,"package edu.pitt.is17.lec02;@@@@public class Strings2 {@@@@ public static void main(String[] args) {@@        String firstName = ""Harry"";@@        int n = firstName.length();@@        String firstName = """";@@        String firstName = ""Walter"";@@        String lastName = ""White"";@@        String fullName = firstName + "" "" + lastName;@@        int x = 5;@@        x = x + 3;@@        @@        String name = ""Peter"";@@        String lastName = ""Pan"";@@        @@        name = name + lastName;@@        String jobTitle = ""Secret Agent"";@@        int employeeId = 7;@@        String fullTitle = jobTitle + "" "" + employeeId;@@        @@        System.out.print(""The total is "");@@        System.out.println(total);@@        System.out.println(""The total is "" + total);@@        String name = ""Harry"";@@        char start = name.charAt(0); @@        char last = name.charAt(4);   @@   String b = ""Java is great."".substring(5$$7);@@        String n = """" + 7;@@        String n = String.valueOf(0.25);@@        int x = Integer.parseInt(""5"");@@@@@@ }@@@@}@@",StringAddition:4;ClassDefinition:1;FormalMethodParameter:1;StaticMethodSpecifier:1;StringDataType:16;MethodDefinition:1;java.lang.String.charAt:2;SimpleAssignmentExpression:21;PublicClassSpecifier:1;PublicMethodSpecifier:1;java.lang.System.out.println:2;StringVariable:13;CharDataType:2;StringLiteralMethodInvocation:1;java.lang.Integer.parseInt:1;java.lang.System.out.print:1;java.lang.String.length:1;StringLiteral:15;AddExpression:2;IntDataType:4;java.lang.String.substring:1;VoidDataType:1;StringInitializationStatement:8;ObjectMethodInvocation:3;ActualMethodParameter:8;
5,5-strings,,3,code_sample,"package edu.pitt.is17.lec02;@@@@public class Strings1 {@@ public static void main(String[] args) {@@  String myName = ""voldemort"";@@  @@  String firstLetter = myName.charAt(0) + """"; @@  String lastLetter = myName.charAt(myName.length()-1) + """"; @@  @@  @@  firstLetter = firstLetter.toUpperCase();@@  lastLetter = lastLetter.toUpperCase();@@  @@  String middleOfName = myName.substring(1$$ myName.length()-1);@@  @@  System.out.println(firstLetter + middleOfName + lastLetter); @@ }@@@@}@@",SimpleAssignmentExpression:6;PublicClassSpecifier:1;PublicMethodSpecifier:1;java.lang.System.out.println:1;StringAddition:2;StringVariable:4;ClassDefinition:1;FormalMethodParameter:1;SubtractExpression:2;StaticMethodSpecifier:1;StringDataType:4;java.lang.String.length:2;StringLiteral:3;AddExpression:1;MethodDefinition:1;java.lang.String.substring:1;VoidDataType:1;java.lang.String.charAt:2;StringInitializationStatement:1;ObjectMethodInvocation:5;ActualMethodParameter:4;
5,5-strings,,3,code_sample,"package edu.pitt.is17.lec02;@@@@public class Strings2 {@@@@ public static void main(String[] args) {@@  int age = 3;@@  String name = ""Snoopy"";@@@@  System.out.println(name+"" has ""+age+"" years old"");@@  @@@@  @@  @@ }@@@@}@@",SimpleAssignmentExpression:2;PublicClassSpecifier:1;PublicMethodSpecifier:1;java.lang.System.out.println:1;StringAddition:1;StringVariable:1;ClassDefinition:1;FormalMethodParameter:1;StaticMethodSpecifier:1;StringDataType:2;StringLiteral:2;MethodDefinition:1;IntDataType:1;VoidDataType:1;StringInitializationStatement:1;ActualMethodParameter:1;
5,5-strings,,3,code_sample,"package edu.pitt.is17.lec02;@@@@public class Strings1 {@@@@ public static void main(String[] args) {@@  String aName = ""Snoopy"";@@  System.out.println(aName.length());@@  System.out.println(aName.charAt(aName.length()-1));  @@ }@@@@}@@",SimpleAssignmentExpression:1;PublicClassSpecifier:1;PublicMethodSpecifier:1;java.lang.System.out.println:2;StringVariable:1;ClassDefinition:1;FormalMethodParameter:1;SubtractExpression:1;StaticMethodSpecifier:1;StringDataType:1;java.lang.String.length:2;StringLiteral:1;MethodDefinition:1;VoidDataType:1;java.lang.String.charAt:1;StringInitializationStatement:1;ObjectMethodInvocation:1;ActualMethodParameter:2;
6,6-boolean-expressions,,4,code_sample,package edu.pitt.is17.lecture3;@@@@public class Condition4 {@@@@ public static void main(String[] args) {@@  int x = 0;@@  int y = 0;@@  if(x == 0 && y == 0){@@   @@  }@@  @@@@  if(x == 0 || y == 0){@@   @@  }@@  @@  if(x+y==y || x+y==x){@@   @@  }@@  @@  if((x == 0 && y != 0) || (x != 0 && y == 0)){@@   @@  }@@   @@   @@   @@   @@@@  }@@@@}@@,SimpleAssignmentExpression:2;PublicClassSpecifier:1;PublicMethodSpecifier:1;EqualExpression:4;ClassDefinition:1;OrExpression:3;FormalMethodParameter:1;NotEqualExpression:1;StaticMethodSpecifier:1;IfStatement:4;AndExpression:2;AddExpression:1;MethodDefinition:1;IntDataType:2;VoidDataType:1;
6,6-boolean-expressions,,4,code_sample,"package edu.pitt.is17.lec02;@@@@public class Strings2 {@@    @@    public static void main(String[] args) {@@        if(accountBalance = 0){@@            System.out.println(""No money in your account!"");@@        }@@        boolean a;@@        boolean b = true;@@        boolean c = (5 > 2);@@        if (temp > 0 && temp < 100) {@@            System.out.println(""Liquid"");@@        }@@        if (temp <= 0 || temp >= 100) {@@            System.out.println(""Not liquid"");@@        }@@        if (!frozen) {@@            System.out.println(""Not frozen"");@@        }@@        if (currency.equals(""dollars"") || currency.equals(""euro"")){@@               }@@        if (isLoggedIn == true && canViewPage == true){@@          }@@        boolean isValidUser = false;@@        @@        if (isValidUser != true){@@        }@@        if (!isValidUser){@@        }@@        @@        String firstName = JOptionPane.showInputDialog(""First name:"");@@        String middleInitial = JOptionPane.showInputDialog(""Middle name initial (cancel to skip):"");@@        String lastName = JOptionPane.showInputDialog(""Last name:"");@@        @@        if (middleInitial == null) {@@            System.out.println(firstName + "" "" + lastName);@@        }@@        @@    }@@    @@}@@",GreaterEqualExpression:1;EqualExpression:2;StringAddition:1;True:3;NotExpression:2;False:1;ClassDefinition:1;OrExpression:2;FormalMethodParameter:1;LessEqualExpression:1;NotEqualExpression:1;StaticMethodSpecifier:1;IfStatement:9;StringDataType:9;LessExpression:1;AndExpression:2;MethodDefinition:1;GreaterExpression:2;BooleanDataType:4;SimpleVariable:1;java.lang.String.equals:1;SimpleAssignmentExpression:7;PublicClassSpecifier:1;PublicMethodSpecifier:1;java.lang.System.out.println:5;StringVariable:3;StringLiteral:9;null:1;VoidDataType:1;ObjectMethodInvocation:4;ActualMethodParameter:9;
7,7-if-else,,4,code_sample,"package edu.pitt.is17.lecture3;@@@@import javax.swing.JOptionPane;@@@@public class Condition1 {@@@@ public static void main(String[] args) {@@  /*@@   * Assume a variable x is containing a double value. @@   * Write an if-else statement that multiply it by itself @@   * if the value is greater than 1. Otherwise it should @@   * divide it by 2.@@   */@@@@  String userInput = JOptionPane.showInputDialog(""Enter a number:"");@@   if(userInput != null){@@   double numInput = Double.parseDouble(userInput);@@   if(numInput > 1){@@    numInput = numInput * numInput;@@   }   else{@@    numInput = numInput / 2;@@   }@@@@   System.out.println(numInput);@@  } else{@@   System.out.println(""Null value"");@@  }@@ }@@@@}@@",SimpleAssignmentExpression:4;PublicClassSpecifier:1;PublicMethodSpecifier:1;java.lang.System.out.println:2;MultiplyExpression:1;IfElseStatement:2;ImportStatement:1;StringVariable:1;ClassDefinition:1;FormalMethodParameter:1;NotEqualExpression:1;StaticMethodSpecifier:1;StringDataType:2;DivideExpression:1;StringLiteral:2;null:1;MethodDefinition:1;VoidDataType:1;GreaterExpression:1;DoubleDataType:1;ObjectMethodInvocation:1;ActualMethodParameter:4;java.lang.Double.parseDouble:1;
7,7-if-else,,4,code_sample,"package edu.pitt.is17.lecture3;@@@@import javax.swing.JOptionPane;@@@@public class Condition2 {@@@@ public static void main(String[] args) {@@  /*@@   * Using an if statement and the modulus (%) operator @@   * write a program that asks users to enter a number @@   * and determines whether the number entered is even or odd.@@   */@@  String userInput = JOptionPane.showInputDialog(""Enter a number:"");@@   int numInput = Integer.parseInt(userInput);@@  if(numInput % 2 == 0){@@   System.out.println(""Number is even"");@@  }  else{@@   System.out.println(""Number is odd"");@@  } @@@@ }@@@@}@@",SimpleAssignmentExpression:2;PublicClassSpecifier:1;PublicMethodSpecifier:1;ModulusExpression:1;java.lang.System.out.println:2;IfElseStatement:1;EqualExpression:1;ImportStatement:1;StringVariable:1;ClassDefinition:1;java.lang.Integer.parseInt:1;FormalMethodParameter:1;StaticMethodSpecifier:1;StringDataType:3;StringLiteral:3;MethodDefinition:1;IntDataType:1;VoidDataType:1;ObjectMethodInvocation:1;ActualMethodParameter:4;
7,7-if-else,,4,code_sample,"package edu.pitt.is17.lecture3;@@@@import javax.swing.JOptionPane;@@@@public class Condition3 {@@@@ public static void main(String[] args) {@@  String strName1 = JOptionPane.showInputDialog(""Enter Name 1"");@@  String strName2 = JOptionPane.showInputDialog(""Enter Name 2"");@@@@  @@  if (strName1.equalsIgnoreCase(strName2)){@@   System.out.print(""The two strings are equal"");@@  }@@  else{@@   System.out.print(""The two strings are NOT equal"");@@  }@@@@@@ }@@@@}@@",SimpleAssignmentExpression:2;PublicClassSpecifier:1;PublicMethodSpecifier:1;IfElseStatement:1;ImportStatement:1;StringVariable:2;ClassDefinition:1;java.lang.String.equalsIgnoreCase:1;java.lang.System.out.print:2;FormalMethodParameter:1;StaticMethodSpecifier:1;StringDataType:4;StringLiteral:4;MethodDefinition:1;VoidDataType:1;ObjectMethodInvocation:3;ActualMethodParameter:5;
7,7-if-else,,4,code_sample,"package edu.pitt.is17.lec02;@@@@public class Strings2 {@@    @@    public static void main(String[] args) {@@        if (richter >= 8.0)@@        {@@            description = ""Most structures fall"";@@        }@@        else if (richter >= 7.0)@@        {@@            description = ""Many buildings destroyed"";@@        }@@        else if (richter >= 6.0)@@        {@@            description = ""Many buildings considerably damaged$$ some collapse"";@@        }@@        else if (richter >= 4.5)@@        {@@            description = ""Damage to poorly constructed buildings"";@@        }@@        else@@        {@@            description = ""No destruction of buildings"";@@        }@@        @@    }@@    @@}@@",SimpleAssignmentExpression:5;PublicClassSpecifier:1;IfElseIfStatement:3;PublicMethodSpecifier:1;GreaterEqualExpression:4;IfElseStatement:1;ClassDefinition:1;FormalMethodParameter:1;StaticMethodSpecifier:1;StringDataType:5;StringLiteral:5;MethodDefinition:1;VoidDataType:1;
8,9-loops-while,,5,code_sample,"package edu.pitt.is17.lecture4;@@@@public class Loop1 {@@@@ public static void main(String[] args) {@@  String myName = ""Dmitriy"";@@  int i = 1;@@  int maxLimit = 1000;@@  while(i<= maxLimit){@@   System.out.println(i + ""\t"" + myName);@@   i++;@@  }@@@@ }@@@@}@@",SimpleAssignmentExpression:3;PublicClassSpecifier:1;PostIncrementExpression:1;PublicMethodSpecifier:1;java.lang.System.out.println:1;StringAddition:1;StringVariable:1;WhileStatement:1;ClassDefinition:1;FormalMethodParameter:1;LessEqualExpression:1;StaticMethodSpecifier:1;StringDataType:2;StringLiteral:2;MethodDefinition:1;IntDataType:2;VoidDataType:1;StringInitializationStatement:1;ActualMethodParameter:1;
9,10-loops-do-while,,5,code_sample,"package edu.pitt.is17.lec02;@@@@public class Strings2 {@@    @@    public static void main(String[] args) {@@        int number = 0;@@        int theSum = 0;@@        do{@@            theSum += number;@@            number = Integer.parseInt(JOptionPane.showInputDialog(""the next number (-1 to exit)""));@@        }while(number != -1);@@        JOptionPane.showMessageDialog(null$$ ""The sum is "" + theSum);@@    }@@}@@",SimpleAssignmentExpression:3;AddAssignmentExpression:1;PublicClassSpecifier:1;DoStatement:1;PublicMethodSpecifier:1;StringAddition:1;WhileStatement:1;ClassDefinition:1;java.lang.Integer.parseInt:1;FormalMethodParameter:1;NotEqualExpression:1;StaticMethodSpecifier:1;StringDataType:2;StringLiteral:2;MethodDefinition:1;IntDataType:2;VoidDataType:1;ObjectMethodInvocation:2;ActualMethodParameter:2;
10,11-loops-for,,5,code_sample,"package edu.pitt.is17.lecture4;@@@@public class Loop2 {@@@@ public static void main(String[] args) {@@  boolean checkPalindrome = isPalindrome(""Eva$$ can I see bees in a cave?"");@@  if(checkPalindrome){@@   System.out.println(""Sentence is a palindrome"");@@  }@@  else{@@   System.out.println(""Sentence is NOT a palindrome"");@@  }@@ }@@ @@ public static String stripBadChars(String text){@@  String badChars = ""$$ @!#$%^&*()_+=?<>$$.;'"";@@  @@  for(int i = 0; i<badChars.length(); i++){@@     String currentBadChar = String.valueOf(badChars.charAt(i));@@   text = text.replace(currentBadChar$$ """");@@  }@@  @@  return text;@@ }@@ @@ public static boolean isPalindrome(String text){@@   int start = text.length() - 1;@@  int end = 0;@@  for(int i = start; i>= end; i--){@@   char currentCharacter = text.charAt(i);@@   @@   reversedText = reversedText + currentCharacter;@@   @@  }@@  @@  @@   reversedText = stripBadChars(reversedText);@@  text = stripBadChars(text);@@  @@  if(reversedText.equalsIgnoreCase(text)){@@   return true;@@  }@@  else{@@   return false;@@  }@@  @@ }@@ @@ public static int calculateSum(int upperLimit){@@  int sum = 0;@@  for(int i = 0; i<=upperLimit; i++){@@   sum = sum + i;@@  }@@  return sum;@@ }@@ @@ public static int calculateBalance(double initAmount$$ int factor){@@  double finalBalance = initAmount * factor;@@  double tempBalance = initAmount;@@  final double APR = 0.05;@@  int year = 1;@@   while(tempBalance <= finalBalance){@@    double accruedInterest = tempBalance * APR;@@   tempBalance = tempBalance + accruedInterest;@@   year ++;@@  }@@  return year;@@ }@@@@}@@",GreaterEqualExpression:1;Constant:1;True:1;False:1;WhileStatement:1;ClassDefinition:1;java.lang.String.equalsIgnoreCase:1;FormalMethodParameter:5;LessEqualExpression:2;SubtractExpression:1;StaticMethodSpecifier:5;StringDataType:4;ConstantInitializationStatement:1;MethodDefinition:5;java.lang.String.charAt:1;ReturnStatement:4;PostDecrementExpression:1;BooleanDataType:2;ForStatement:2;SimpleAssignmentExpression:17;PublicClassSpecifier:1;PostIncrementExpression:2;PublicMethodSpecifier:5;java.lang.System.out.println:2;MultiplyExpression:2;IfElseStatement:2;CharDataType:1;java.lang.String.length:1;StringLiteral:3;AddExpression:3;IntDataType:8;VoidDataType:1;DoubleDataType:5;ObjectMethodInvocation:2;ActualMethodParameter:7;
